,STNAME,State,City,PopEstimate2016
58638,Ohio,OH,CLARKSBURG VILLAGE,456
58639,Ohio,OH,FRANKFORT VILLAGE,1061
58640,Ohio,OH,GREENFIELD VILLAGE (PT.),0
58641,Ohio,OH,KINGSTON VILLAGE,1023
58642,Ohio,OH,SOUTH SALEM VILLAGE,206
58643,Ohio,OH,BALANCE OF ROSS COUNTY,51305
58644,Ohio,OH,BUCKSKIN TOWNSHIP,2071
58645,Ohio,OH,GREENFIELD VILLAGE (PT.),0
58646,Ohio,OH,SOUTH SALEM VILLAGE,206
58647,Ohio,OH,BALANCE OF BUCKSKIN TOWNSHIP,1865
58648,Ohio,OH,COLERAIN TOWNSHIP,2121
58649,Ohio,OH,ADELPHI VILLAGE,373
58650,Ohio,OH,BALANCE OF COLERAIN TOWNSHIP,1748
58651,Ohio,OH,CONCORD TOWNSHIP,4433
58652,Ohio,OH,FRANKFORT VILLAGE,1061
58653,Ohio,OH,BALANCE OF CONCORD TOWNSHIP,3372
58654,Ohio,OH,DEERFIELD TOWNSHIP,1056
58655,Ohio,OH,CLARKSBURG VILLAGE,456
58656,Ohio,OH,BALANCE OF DEERFIELD TOWNSHIP,600
58657,Ohio,OH,FRANKLIN TOWNSHIP,1685
58658,Ohio,OH,GREEN TOWNSHIP,4889
58659,Ohio,OH,KINGSTON VILLAGE,1023
58660,Ohio,OH,BALANCE OF GREEN TOWNSHIP,3866
58661,Ohio,OH,HARRISON TOWNSHIP,1307
58662,Ohio,OH,HUNTINGTON TOWNSHIP,6119
58663,Ohio,OH,JEFFERSON TOWNSHIP,986
58664,Ohio,OH,LIBERTY TOWNSHIP,2588
58665,Ohio,OH,PAINT TOWNSHIP,1341
58666,Ohio,OH,PAXTON TOWNSHIP,2099
58667,Ohio,OH,BAINBRIDGE VILLAGE,851
58668,Ohio,OH,BALANCE OF PAXTON TOWNSHIP,1248
58669,Ohio,OH,SCIOTO TOWNSHIP,27504
58670,Ohio,OH,CHILLICOTHE CITY (PT.),21722
58671,Ohio,OH,BALANCE OF SCIOTO TOWNSHIP,5782
58672,Ohio,OH,SPRINGFIELD TOWNSHIP,2636
58673,Ohio,OH,CHILLICOTHE CITY (PT.),3
58674,Ohio,OH,BALANCE OF SPRINGFIELD TOWNSHIP,2633
58675,Ohio,OH,TWIN TOWNSHIP,3357
58676,Ohio,OH,UNION TOWNSHIP,12808
58677,Ohio,OH,SANDUSKY COUNTY,59330
58678,Ohio,OH,BELLEVUE CITY (PT.),4412
58679,Ohio,OH,BURGOON VILLAGE,172
58680,Ohio,OH,CLYDE CITY,6221
58681,Ohio,OH,ELMORE VILLAGE (PT.),0
58682,Ohio,OH,FREMONT CITY,16309
58683,Ohio,OH,GIBSONBURG VILLAGE,2542
58684,Ohio,OH,GREEN SPRINGS VILLAGE (PT.),713
58685,Ohio,OH,HELENA VILLAGE,217
58686,Ohio,OH,LINDSEY VILLAGE,425
58687,Ohio,OH,WOODVILLE VILLAGE,2064
58688,Ohio,OH,BALANCE OF SANDUSKY COUNTY,26255
58689,Ohio,OH,BALLVILLE TOWNSHIP,5851
58690,Ohio,OH,BELLEVUE CITY,4412
58691,Ohio,OH,BELLEVUE CITY (PT.),4412
58692,Ohio,OH,CLYDE CITY,6221
58693,Ohio,OH,CLYDE CITY,6221
58694,Ohio,OH,FREMONT CITY,16309
58695,Ohio,OH,FREMONT CITY,16309
58696,Ohio,OH,GREEN CREEK TOWNSHIP,3460
58697,Ohio,OH,GREEN SPRINGS VILLAGE,713
58698,Ohio,OH,GREEN SPRINGS VILLAGE (PT.),713
58699,Ohio,OH,JACKSON TOWNSHIP,1574
58700,Ohio,OH,BURGOON VILLAGE,172
58701,Ohio,OH,HELENA VILLAGE (PT.),130
58702,Ohio,OH,BALANCE OF JACKSON TOWNSHIP,1272
58703,Ohio,OH,MADISON TOWNSHIP,3769
58704,Ohio,OH,GIBSONBURG VILLAGE (PT.),2542
58705,Ohio,OH,BALANCE OF MADISON TOWNSHIP,1227
58706,Ohio,OH,RICE TOWNSHIP,1323
58707,Ohio,OH,RILEY TOWNSHIP,1196
58708,Ohio,OH,SANDUSKY TOWNSHIP,3512
58709,Ohio,OH,SCOTT TOWNSHIP,1447
58710,Ohio,OH,TOWNSEND TOWNSHIP,1561
58711,Ohio,OH,WASHINGTON TOWNSHIP,2239
58712,Ohio,OH,ELMORE VILLAGE (PT.),0
58713,Ohio,OH,GIBSONBURG VILLAGE (PT.),0
58714,Ohio,OH,HELENA VILLAGE (PT.),87
58715,Ohio,OH,LINDSEY VILLAGE,425
58716,Ohio,OH,BALANCE OF WASHINGTON TOWNSHIP,1727
58717,Ohio,OH,WOODVILLE TOWNSHIP,3311
58718,Ohio,OH,GIBSONBURG VILLAGE (PT.),0
58719,Ohio,OH,WOODVILLE VILLAGE,2064
58720,Ohio,OH,BALANCE OF WOODVILLE TOWNSHIP,1247
58721,Ohio,OH,YORK TOWNSHIP,2432
58722,Ohio,OH,SCIOTO COUNTY,76088
58723,Ohio,OH,NEW BOSTON VILLAGE,2153
58724,Ohio,OH,OTWAY VILLAGE,84
58725,Ohio,OH,PORTSMOUTH CITY,20422
58726,Ohio,OH,RARDEN VILLAGE,153
58727,Ohio,OH,SOUTH WEBSTER VILLAGE,820
58728,Ohio,OH,BALANCE OF SCIOTO COUNTY,52456
58729,Ohio,OH,BLOOM TOWNSHIP,3046
58730,Ohio,OH,SOUTH WEBSTER VILLAGE,820
58731,Ohio,OH,BALANCE OF BLOOM TOWNSHIP,2226
58732,Ohio,OH,BRUSH CREEK TOWNSHIP,1125
58733,Ohio,OH,OTWAY VILLAGE,84
58734,Ohio,OH,BALANCE OF BRUSH CREEK TOWNSHIP,1041
58735,Ohio,OH,CLAY TOWNSHIP,3517
58736,Ohio,OH,GREEN TOWNSHIP,3947
58737,Ohio,OH,HARRISON TOWNSHIP,4283
58738,Ohio,OH,JEFFERSON TOWNSHIP,2637
58739,Ohio,OH,MADISON TOWNSHIP,3887
58740,Ohio,OH,MORGAN TOWNSHIP,2382
58741,Ohio,OH,NEW BOSTON VILLAGE,2153
58742,Ohio,OH,NEW BOSTON VILLAGE,2153
58743,Ohio,OH,NILE TOWNSHIP,2254
58744,Ohio,OH,PORTER TOWNSHIP,9405
58745,Ohio,OH,PORTSMOUTH CITY,20422
58746,Ohio,OH,PORTSMOUTH CITY,20422
58747,Ohio,OH,RARDEN TOWNSHIP,1169
58748,Ohio,OH,RARDEN VILLAGE,153
58749,Ohio,OH,BALANCE OF RARDEN TOWNSHIP,1016
58750,Ohio,OH,RUSH TOWNSHIP,2985
58751,Ohio,OH,UNION TOWNSHIP,2104
58752,Ohio,OH,VALLEY TOWNSHIP,3532
58753,Ohio,OH,VERNON TOWNSHIP,2011
58754,Ohio,OH,WASHINGTON TOWNSHIP,5229
58755,Ohio,OH,SENECA COUNTY,55353
58756,Ohio,OH,ATTICA VILLAGE,874
58757,Ohio,OH,BETTSVILLE VILLAGE,632
58758,Ohio,OH,BLOOMVILLE VILLAGE,924
58759,Ohio,OH,FOSTORIA CITY (PT.),9319
58760,Ohio,OH,GREEN SPRINGS VILLAGE (PT.),602
58761,Ohio,OH,NEW RIEGEL VILLAGE,244
58762,Ohio,OH,REPUBLIC VILLAGE,526
58763,Ohio,OH,TIFFIN CITY,17545
58764,Ohio,OH,BALANCE OF SENECA COUNTY,24687
58765,Ohio,OH,ADAMS TOWNSHIP,1283
58766,Ohio,OH,BIG SPRING TOWNSHIP,1715
58767,Ohio,OH,NEW RIEGEL VILLAGE,244
58768,Ohio,OH,BALANCE OF BIG SPRING TOWNSHIP,1471
58769,Ohio,OH,BLOOM TOWNSHIP,1736
58770,Ohio,OH,BLOOMVILLE VILLAGE,924
58771,Ohio,OH,BALANCE OF BLOOM TOWNSHIP,812
58772,Ohio,OH,CLINTON TOWNSHIP,4042
58773,Ohio,OH,EDEN TOWNSHIP,2153
58774,Ohio,OH,FOSTORIA CITY,9319
58775,Ohio,OH,FOSTORIA CITY (PT.),9319
58776,Ohio,OH,GREEN SPRINGS VILLAGE,602
58777,Ohio,OH,GREEN SPRINGS VILLAGE (PT.),602
58778,Ohio,OH,HOPEWELL TOWNSHIP,2712
58779,Ohio,OH,JACKSON TOWNSHIP,1474
58780,Ohio,OH,LIBERTY TOWNSHIP,1960
58781,Ohio,OH,BETTSVILLE VILLAGE,632
58782,Ohio,OH,BALANCE OF LIBERTY TOWNSHIP,1328
58783,Ohio,OH,LOUDON TOWNSHIP,2054
58784,Ohio,OH,PLEASANT TOWNSHIP,1597
58785,Ohio,OH,REED TOWNSHIP,818
58786,Ohio,OH,SCIPIO TOWNSHIP,1676
58787,Ohio,OH,REPUBLIC VILLAGE,526
58788,Ohio,OH,BALANCE OF SCIPIO TOWNSHIP,1150
58789,Ohio,OH,SENECA TOWNSHIP,1569
58790,Ohio,OH,THOMPSON TOWNSHIP,1395
58791,Ohio,OH,TIFFIN CITY,17545
58792,Ohio,OH,TIFFIN CITY,17545
58793,Ohio,OH,VENICE TOWNSHIP,1703
58794,Ohio,OH,ATTICA VILLAGE,874
58795,Ohio,OH,BALANCE OF VENICE TOWNSHIP,829
58796,Ohio,OH,SHELBY COUNTY,48623
58797,Ohio,OH,ANNA VILLAGE,1532
58798,Ohio,OH,BOTKINS VILLAGE,1145
58799,Ohio,OH,FORT LORAMIE VILLAGE,1497
58800,Ohio,OH,JACKSON CENTER VILLAGE,1456
58801,Ohio,OH,KETTLERSVILLE VILLAGE,175
58802,Ohio,OH,LOCKINGTON VILLAGE,137
58803,Ohio,OH,PORT JEFFERSON VILLAGE,356
58804,Ohio,OH,RUSSIA VILLAGE,652
58805,Ohio,OH,SIDNEY CITY,20564
58806,Ohio,OH,BALANCE OF SHELBY COUNTY,21109
58807,Ohio,OH,CLINTON TOWNSHIP,20588
58808,Ohio,OH,SIDNEY CITY (PT.),19577
58809,Ohio,OH,BALANCE OF CLINTON TOWNSHIP,1011
58810,Ohio,OH,CYNTHIAN TOWNSHIP,2003
58811,Ohio,OH,DINSMORE TOWNSHIP,3440
58812,Ohio,OH,ANNA VILLAGE (PT.),905
58813,Ohio,OH,BOTKINS VILLAGE,1145
58814,Ohio,OH,BALANCE OF DINSMORE TOWNSHIP,1390
58815,Ohio,OH,FRANKLIN TOWNSHIP,3331
58816,Ohio,OH,ANNA VILLAGE (PT.),627
58817,Ohio,OH,SIDNEY CITY (PT.),986
58818,Ohio,OH,BALANCE OF FRANKLIN TOWNSHIP,1718
58819,Ohio,OH,GREEN TOWNSHIP,903
58820,Ohio,OH,JACKSON TOWNSHIP,2432
58821,Ohio,OH,JACKSON CENTER VILLAGE,1456
58822,Ohio,OH,BALANCE OF JACKSON TOWNSHIP,976
58823,Ohio,OH,LORAMIE TOWNSHIP,2547
58824,Ohio,OH,RUSSIA VILLAGE,652
58825,Ohio,OH,BALANCE OF LORAMIE TOWNSHIP,1895
58826,Ohio,OH,MCLEAN TOWNSHIP,3253
58827,Ohio,OH,FORT LORAMIE VILLAGE,1497
58828,Ohio,OH,BALANCE OF MCLEAN TOWNSHIP,1756
58829,Ohio,OH,ORANGE TOWNSHIP,1228
58830,Ohio,OH,SIDNEY CITY (PT.),0
58831,Ohio,OH,BALANCE OF ORANGE TOWNSHIP,1228
58832,Ohio,OH,PERRY TOWNSHIP,1066
58833,Ohio,OH,SIDNEY CITY (PT.),0
58834,Ohio,OH,BALANCE OF PERRY TOWNSHIP,1066
58835,Ohio,OH,SALEM TOWNSHIP,2201
58836,Ohio,OH,PORT JEFFERSON VILLAGE,356
58837,Ohio,OH,BALANCE OF SALEM TOWNSHIP,1845
58838,Ohio,OH,TURTLE CREEK TOWNSHIP,1554
58839,Ohio,OH,SIDNEY CITY (PT.),1
58840,Ohio,OH,BALANCE OF TURTLE CREEK TOWNSHIP,1553
58841,Ohio,OH,VAN BUREN TOWNSHIP,2078
58842,Ohio,OH,KETTLERSVILLE VILLAGE,175
58843,Ohio,OH,BALANCE OF VAN BUREN TOWNSHIP,1903
58844,Ohio,OH,WASHINGTON TOWNSHIP,1999
58845,Ohio,OH,LOCKINGTON VILLAGE,137
58846,Ohio,OH,SIDNEY CITY (PT.),0
58847,Ohio,OH,BALANCE OF WASHINGTON TOWNSHIP,1862
58848,Ohio,OH,STARK COUNTY,373612
58849,Ohio,OH,ALLIANCE CITY (PT.),21865
58850,Ohio,OH,BEACH CITY VILLAGE,995
58851,Ohio,OH,BREWSTER VILLAGE,2156
58852,Ohio,OH,CANAL FULTON CITY,5433
58853,Ohio,OH,CANTON CITY,71323
58854,Ohio,OH,EAST CANTON VILLAGE,1589
58855,Ohio,OH,EAST SPARTA VILLAGE,807
58856,Ohio,OH,HARTVILLE VILLAGE,3020
58857,Ohio,OH,HILLS AND DALES VILLAGE,229
58858,Ohio,OH,LIMAVILLE VILLAGE,146
58859,Ohio,OH,LOUISVILLE CITY,9356
58860,Ohio,OH,MAGNOLIA VILLAGE (PT.),714
58861,Ohio,OH,MASSILLON CITY,32258
58862,Ohio,OH,MEYERS LAKE VILLAGE,567
58863,Ohio,OH,MINERVA VILLAGE (PT.),1931
58864,Ohio,OH,NAVARRE VILLAGE,1909
58865,Ohio,OH,NORTH CANTON CITY,17365
58866,Ohio,OH,WAYNESBURG VILLAGE,916
58867,Ohio,OH,WILMOT VILLAGE,301
58868,Ohio,OH,BALANCE OF STARK COUNTY,200732
58869,Ohio,OH,ALLIANCE CITY,21865
58870,Ohio,OH,ALLIANCE CITY (PT.),21865
58871,Ohio,OH,BETHLEHEM TOWNSHIP,5251
58872,Ohio,OH,NAVARRE VILLAGE (PT.),1860
58873,Ohio,OH,BALANCE OF BETHLEHEM TOWNSHIP,3391
58874,Ohio,OH,CANTON CITY,71323
58875,Ohio,OH,CANTON CITY,71323
58876,Ohio,OH,CANTON TOWNSHIP,13048
58877,Ohio,OH,MEYERS LAKE VILLAGE (PT.),415
58878,Ohio,OH,BALANCE OF CANTON TOWNSHIP,12633
58879,Ohio,OH,JACKSON TOWNSHIP,40588
58880,Ohio,OH,HILLS AND DALES VILLAGE,229
58881,Ohio,OH,NORTH CANTON CITY (PT.),0
58882,Ohio,OH,BALANCE OF JACKSON TOWNSHIP,40359
58883,Ohio,OH,LAKE TOWNSHIP,30126
58884,Ohio,OH,HARTVILLE VILLAGE,3020
58885,Ohio,OH,BALANCE OF LAKE TOWNSHIP,27106
58886,Ohio,OH,LAWRENCE TOWNSHIP,13705
58887,Ohio,OH,CANAL FULTON CITY,5433
58888,Ohio,OH,BALANCE OF LAWRENCE TOWNSHIP,8272
58889,Ohio,OH,LEXINGTON TOWNSHIP,5417
58890,Ohio,OH,LIMAVILLE VILLAGE,146
58891,Ohio,OH,BALANCE OF LEXINGTON TOWNSHIP,5271
58892,Ohio,OH,LOUISVILLE CITY,9356
58893,Ohio,OH,LOUISVILLE CITY,9356
58894,Ohio,OH,MARLBORO TOWNSHIP,4374
58895,Ohio,OH,MASSILLON CITY,32258
58896,Ohio,OH,MASSILLON CITY,32258
58897,Ohio,OH,NIMISHILLEN TOWNSHIP,9569
58898,Ohio,OH,OSNABURG TOWNSHIP,5615
58899,Ohio,OH,EAST CANTON VILLAGE,1589
58900,Ohio,OH,BALANCE OF OSNABURG TOWNSHIP,4026
58901,Ohio,OH,PARIS TOWNSHIP,5677
58902,Ohio,OH,MINERVA VILLAGE (PT.),1931
58903,Ohio,OH,BALANCE OF PARIS TOWNSHIP,3746
58904,Ohio,OH,PERRY TOWNSHIP,28364
58905,Ohio,OH,NAVARRE VILLAGE (PT.),49
58906,Ohio,OH,BALANCE OF PERRY TOWNSHIP,28315
58907,Ohio,OH,PIKE TOWNSHIP,3930
58908,Ohio,OH,EAST SPARTA VILLAGE,807
58909,Ohio,OH,BALANCE OF PIKE TOWNSHIP,3123
58910,Ohio,OH,PLAIN TOWNSHIP,52501
58911,Ohio,OH,MEYERS LAKE VILLAGE (PT.),152
58912,Ohio,OH,NORTH CANTON CITY (PT.),17365
58913,Ohio,OH,BALANCE OF PLAIN TOWNSHIP,34984
58914,Ohio,OH,SANDY TOWNSHIP,3660
58915,Ohio,OH,MAGNOLIA VILLAGE (PT.),714
58916,Ohio,OH,WAYNESBURG VILLAGE,916
58917,Ohio,OH,BALANCE OF SANDY TOWNSHIP,2030
58918,Ohio,OH,SUGAR CREEK TOWNSHIP,6482
58919,Ohio,OH,BEACH CITY VILLAGE,995
58920,Ohio,OH,BREWSTER VILLAGE,2156
58921,Ohio,OH,WILMOT VILLAGE,301
58922,Ohio,OH,BALANCE OF SUGAR CREEK TOWNSHIP,3030
58923,Ohio,OH,TUSCARAWAS TOWNSHIP,5887
58924,Ohio,OH,WASHINGTON TOWNSHIP,4616
58925,Ohio,OH,SUMMIT COUNTY,540300
58926,Ohio,OH,AKRON CITY,197633
58927,Ohio,OH,BARBERTON CITY,26120
58928,Ohio,OH,BOSTON HEIGHTS VILLAGE,1294
58929,Ohio,OH,CLINTON VILLAGE,1202
58930,Ohio,OH,CUYAHOGA FALLS CITY,49206
58931,Ohio,OH,FAIRLAWN CITY,7466
58932,Ohio,OH,GREEN CITY,25673
58933,Ohio,OH,HUDSON CITY,22251
58934,Ohio,OH,LAKEMORE VILLAGE,3060
58935,Ohio,OH,MACEDONIA CITY,11899
58936,Ohio,OH,MOGADORE VILLAGE (PT.),2829
58937,Ohio,OH,MUNROE FALLS CITY,5052
58938,Ohio,OH,NEW FRANKLIN CITY,14149
58939,Ohio,OH,NORTHFIELD VILLAGE,3670
58940,Ohio,OH,NORTON CITY (PT.),12007
58941,Ohio,OH,PENINSULA VILLAGE,563
58942,Ohio,OH,REMINDERVILLE VILLAGE,4109
58943,Ohio,OH,RICHFIELD VILLAGE,3640
58944,Ohio,OH,SILVER LAKE VILLAGE,2498
58945,Ohio,OH,STOW CITY,34711
58946,Ohio,OH,TALLMADGE CITY (PT.),17247
58947,Ohio,OH,TWINSBURG CITY,18877
58948,Ohio,OH,BALANCE OF SUMMIT COUNTY,75144
58949,Ohio,OH,AKRON CITY,197633
58950,Ohio,OH,AKRON CITY,197633
58951,Ohio,OH,BARBERTON CITY,26120
58952,Ohio,OH,BARBERTON CITY,26120
58953,Ohio,OH,BATH TOWNSHIP,9682
58954,Ohio,OH,BOSTON TOWNSHIP,1256
58955,Ohio,OH,PENINSULA VILLAGE,563
58956,Ohio,OH,BALANCE OF BOSTON TOWNSHIP,693
58957,Ohio,OH,BOSTON HEIGHTS VILLAGE,1294
58958,Ohio,OH,BOSTON HEIGHTS VILLAGE,1294
58959,Ohio,OH,CLINTON VILLAGE,1202
58960,Ohio,OH,CLINTON VILLAGE,1202
58961,Ohio,OH,COPLEY TOWNSHIP,17284
58962,Ohio,OH,COVENTRY TOWNSHIP,10858
58963,Ohio,OH,CUYAHOGA FALLS CITY,49206
58964,Ohio,OH,CUYAHOGA FALLS CITY,49206
58965,Ohio,OH,FAIRLAWN CITY,7466
58966,Ohio,OH,FAIRLAWN CITY,7466
58967,Ohio,OH,GREEN CITY,25673
58968,Ohio,OH,GREEN CITY,25673
58969,Ohio,OH,HUDSON CITY,22251
58970,Ohio,OH,HUDSON CITY,22251
58971,Ohio,OH,LAKEMORE VILLAGE,3060
58972,Ohio,OH,LAKEMORE VILLAGE,3060
58973,Ohio,OH,MACEDONIA CITY,11899
58974,Ohio,OH,MACEDONIA CITY,11899
58975,Ohio,OH,MOGADORE VILLAGE,2829
58976,Ohio,OH,MOGADORE VILLAGE (PT.),2829
58977,Ohio,OH,MUNROE FALLS CITY,5052
58978,Ohio,OH,MUNROE FALLS CITY,5052
58979,Ohio,OH,NEW FRANKLIN CITY,14149
58980,Ohio,OH,NEW FRANKLIN CITY,14149
58981,Ohio,OH,NORTHFIELD VILLAGE,3670
58982,Ohio,OH,NORTHFIELD VILLAGE,3670
58983,Ohio,OH,NORTHFIELD CENTER TOWNSHIP,5830
58984,Ohio,OH,NORTON CITY,12007
58985,Ohio,OH,NORTON CITY (PT.),12007
58986,Ohio,OH,REMINDERVILLE VILLAGE,4109
58987,Ohio,OH,REMINDERVILLE VILLAGE,4109
58988,Ohio,OH,RICHFIELD TOWNSHIP,6151
58989,Ohio,OH,RICHFIELD VILLAGE,3640
58990,Ohio,OH,BALANCE OF RICHFIELD TOWNSHIP,2511
58991,Ohio,OH,SAGAMORE HILLS TOWNSHIP,10951
58992,Ohio,OH,SILVER LAKE VILLAGE,2498
58993,Ohio,OH,SILVER LAKE VILLAGE,2498
58994,Ohio,OH,SPRINGFIELD TOWNSHIP,14458
58995,Ohio,OH,STOW CITY,34711
58996,Ohio,OH,STOW CITY,34711
58997,Ohio,OH,TALLMADGE CITY,17247
58998,Ohio,OH,TALLMADGE CITY (PT.),17247
58999,Ohio,OH,TWINSBURG CITY,18877
59000,Ohio,OH,TWINSBURG CITY,18877
59001,Ohio,OH,TWINSBURG TOWNSHIP,2877
59002,Ohio,OH,TRUMBULL COUNTY,201825
59003,Ohio,OH,CORTLAND CITY,6880
59004,Ohio,OH,GIRARD CITY,9477
59005,Ohio,OH,HUBBARD CITY,7579
59006,Ohio,OH,LORDSTOWN VILLAGE,3266
59007,Ohio,OH,MCDONALD VILLAGE,3118
59008,Ohio,OH,NEWTON FALLS VILLAGE,4596
59009,Ohio,OH,NILES CITY,18458
59010,Ohio,OH,ORANGEVILLE VILLAGE,194
59011,Ohio,OH,WARREN CITY,39898
59012,Ohio,OH,WEST FARMINGTON VILLAGE,482
59013,Ohio,OH,YANKEE LAKE VILLAGE,78
59014,Ohio,OH,YOUNGSTOWN CITY (PT.),11
59015,Ohio,OH,BALANCE OF TRUMBULL COUNTY,107788
59016,Ohio,OH,BAZETTA TOWNSHIP,5647
59017,Ohio,OH,BLOOMFIELD TOWNSHIP,1263
59018,Ohio,OH,BRACEVILLE TOWNSHIP,2734
59019,Ohio,OH,BRISTOL TOWNSHIP,2799
59020,Ohio,OH,BROOKFIELD TOWNSHIP,8470
59021,Ohio,OH,YANKEE LAKE VILLAGE,78
59022,Ohio,OH,BALANCE OF BROOKFIELD TOWNSHIP,8392
59023,Ohio,OH,CHAMPION TOWNSHIP,9261
59024,Ohio,OH,CORTLAND CITY,6880
59025,Ohio,OH,CORTLAND CITY,6880
59026,Ohio,OH,FARMINGTON TOWNSHIP,2638
59027,Ohio,OH,WEST FARMINGTON VILLAGE,482
59028,Ohio,OH,BALANCE OF FARMINGTON TOWNSHIP,2156
59029,Ohio,OH,FOWLER TOWNSHIP,2492
59030,Ohio,OH,GREENE TOWNSHIP,972
59031,Ohio,OH,GUSTAVUS TOWNSHIP,793
59032,Ohio,OH,HARTFORD TOWNSHIP,1990
59033,Ohio,OH,HOWLAND TOWNSHIP,18415
59034,Ohio,OH,NILES CITY (PT.),1709
59035,Ohio,OH,BALANCE OF HOWLAND TOWNSHIP,16706
59036,Ohio,OH,HUBBARD TOWNSHIP,12988
59037,Ohio,OH,HUBBARD CITY,7579
59038,Ohio,OH,BALANCE OF HUBBARD TOWNSHIP,5409
59039,Ohio,OH,JOHNSTON TOWNSHIP,1870
59040,Ohio,OH,KINSMAN TOWNSHIP,1794
59041,Ohio,OH,LIBERTY TOWNSHIP,21071
59042,Ohio,OH,GIRARD CITY (PT.),9445
59043,Ohio,OH,BALANCE OF LIBERTY TOWNSHIP,11626
59044,Ohio,OH,LORDSTOWN VILLAGE,3266
59045,Ohio,OH,LORDSTOWN VILLAGE,3266
59046,Ohio,OH,MCDONALD VILLAGE,3118
59047,Ohio,OH,MCDONALD VILLAGE,3118
59048,Ohio,OH,MECCA TOWNSHIP,2562
59049,Ohio,OH,MESOPOTAMIA TOWNSHIP,3247
59050,Ohio,OH,NEWTON TOWNSHIP,8516
59051,Ohio,OH,NEWTON FALLS VILLAGE,4596
59052,Ohio,OH,BALANCE OF NEWTON TOWNSHIP,3920
59053,Ohio,OH,ORANGEVILLE VILLAGE,194
59054,Ohio,OH,ORANGEVILLE VILLAGE,194
59055,Ohio,OH,SOUTHINGTON TOWNSHIP,3566
59056,Ohio,OH,VERNON TOWNSHIP,1464
59057,Ohio,OH,VIENNA TOWNSHIP,3822
59058,Ohio,OH,GIRARD CITY (PT.),12
59059,Ohio,OH,BALANCE OF VIENNA TOWNSHIP,3810
59060,Ohio,OH,WARREN CITY,39898
59061,Ohio,OH,WARREN CITY,39898
59062,Ohio,OH,WARREN TOWNSHIP,5294
59063,Ohio,OH,WEATHERSFIELD TOWNSHIP,24790
59064,Ohio,OH,GIRARD CITY (PT.),20
59065,Ohio,OH,NILES CITY (PT.),16749
59066,Ohio,OH,BALANCE OF WEATHERSFIELD TOWNSHIP,8021
59067,Ohio,OH,YOUNGSTOWN CITY,11
59068,Ohio,OH,YOUNGSTOWN CITY (PT.),11
59069,Ohio,OH,TUSCARAWAS COUNTY,92420
59070,Ohio,OH,BALTIC VILLAGE (PT.),639
59071,Ohio,OH,BARNHILL VILLAGE,384
59072,Ohio,OH,BOLIVAR VILLAGE,987
59073,Ohio,OH,DENNISON VILLAGE,2629
59074,Ohio,OH,DOVER CITY,12843
59075,Ohio,OH,GNADENHUTTEN VILLAGE,1283
59076,Ohio,OH,MIDVALE VILLAGE,744
59077,Ohio,OH,MINERAL CITY VILLAGE,719
59078,Ohio,OH,NEWCOMERSTOWN VILLAGE,3774
59079,Ohio,OH,NEW PHILADELPHIA CITY,17462
59080,Ohio,OH,PARRAL VILLAGE,220
59081,Ohio,OH,PORT WASHINGTON VILLAGE,566
59082,Ohio,OH,ROSWELL VILLAGE,221
59083,Ohio,OH,STONE CREEK VILLAGE,178
59084,Ohio,OH,STRASBURG VILLAGE,2678
59085,Ohio,OH,SUGARCREEK VILLAGE,2222
59086,Ohio,OH,TUSCARAWAS VILLAGE,1055
59087,Ohio,OH,UHRICHSVILLE CITY,5377
59088,Ohio,OH,ZOAR VILLAGE,180
59089,Ohio,OH,BALANCE OF TUSCARAWAS COUNTY,38259
59090,Ohio,OH,AUBURN TOWNSHIP,1061
59091,Ohio,OH,BUCKS TOWNSHIP,1759
59092,Ohio,OH,BALTIC VILLAGE (PT.),639
59093,Ohio,OH,BALANCE OF BUCKS TOWNSHIP,1120
59094,Ohio,OH,CLAY TOWNSHIP,2003
59095,Ohio,OH,GNADENHUTTEN VILLAGE (PT.),1263
59096,Ohio,OH,BALANCE OF CLAY TOWNSHIP,740
59097,Ohio,OH,DOVER CITY,12843
59098,Ohio,OH,DOVER CITY,12843
59099,Ohio,OH,DOVER TOWNSHIP,4616
59100,Ohio,OH,PARRAL VILLAGE,220
59101,Ohio,OH,BALANCE OF DOVER TOWNSHIP,4396
59102,Ohio,OH,FAIRFIELD TOWNSHIP,1490
59103,Ohio,OH,FRANKLIN TOWNSHIP,4739
59104,Ohio,OH,STRASBURG VILLAGE,2678
59105,Ohio,OH,BALANCE OF FRANKLIN TOWNSHIP,2061
59106,Ohio,OH,GOSHEN TOWNSHIP,5151
59107,Ohio,OH,BARNHILL VILLAGE,384
59108,Ohio,OH,MIDVALE VILLAGE (PT.),735
59109,Ohio,OH,ROSWELL VILLAGE (PT.),140
59110,Ohio,OH,BALANCE OF GOSHEN TOWNSHIP,3892
59111,Ohio,OH,JEFFERSON TOWNSHIP,963
59112,Ohio,OH,STONE CREEK VILLAGE,178
59113,Ohio,OH,BALANCE OF JEFFERSON TOWNSHIP,785
59114,Ohio,OH,LAWRENCE TOWNSHIP,5804
59115,Ohio,OH,BOLIVAR VILLAGE,987
59116,Ohio,OH,ZOAR VILLAGE,180
59117,Ohio,OH,BALANCE OF LAWRENCE TOWNSHIP,4637
59118,Ohio,OH,MILL TOWNSHIP,9807
59119,Ohio,OH,DENNISON VILLAGE (PT.),2477
59120,Ohio,OH,MIDVALE VILLAGE (PT.),5
59121,Ohio,OH,UHRICHSVILLE CITY,5377
