County,County Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error,% of Total Deaths
"Cambria County, PA",42021,1935,134732,1436.18,1372.19,1500.18,32.65,912.1,868.51,955.7,22.24,0.07%
"Cameron County, PA",42023,48,4677,1026.3,756.71,1360.72,148.13,565.75,400.36,776.54,91.35,0.00%
"Carbon County, PA",42025,820,63594,1289.43,1201.17,1377.69,45.03,889.58,826.3,952.85,32.28,0.03%
"Centre County, PA",42027,966,161464,598.28,560.55,636,19.25,578.12,541.04,615.19,18.92,0.04%
"Chester County, PA",42029,3882,516312,751.87,728.22,775.52,12.07,614.69,594.9,634.49,10.1,0.14%
"Clarion County, PA",42031,427,38513,1108.72,1003.55,1213.88,53.65,806.99,728.25,885.73,40.17,0.02%
"Clearfield County, PA",42033,981,80596,1217.18,1141.01,1293.35,38.86,801.59,749.84,853.34,26.4,0.04%
"Clinton County, PA",42035,406,39233,1034.84,934.18,1135.51,51.36,754.23,679.2,829.27,38.28,0.01%
"Columbia County, PA",42037,686,66420,1032.82,955.53,1110.11,39.43,769.58,709.72,829.44,30.54,0.02%
"Crawford County, PA",42039,993,86257,1151.21,1079.61,1222.81,36.53,852.61,797.74,907.49,28,0.04%
"Cumberland County, PA",42041,2369,248506,953.3,914.91,991.69,19.59,693.46,664.77,722.16,14.64,0.09%
"Dauphin County, PA",42043,2568,273707,938.23,901.94,974.52,18.51,760.85,730.7,790.99,15.38,0.09%
"Delaware County, PA",42045,5618,563402,997.16,971.08,1023.23,13.3,771.46,750.52,792.39,10.68,0.20%
"Elk County, PA",42047,391,30480,1282.81,1155.65,1409.96,64.87,805.25,719.7,890.79,43.65,0.01%
"Erie County, PA",42049,2945,276207,1066.23,1027.72,1104.74,19.65,822.47,791.77,853.17,15.66,0.11%
"Fayette County, PA",42051,1834,132733,1381.72,1318.48,1444.96,32.26,922.26,877.98,966.54,22.59,0.07%
"Forest County, PA",42053,87,7321,1188.36,951.83,1465.84,127.41,838.94,666.23,1042.72,93.22,0.00%
"Franklin County, PA",42055,1584,153851,1029.57,978.86,1080.27,25.87,730.5,693.41,767.59,18.92,0.06%
"Fulton County, PA",42057,164,14640,1120.22,948.77,1291.67,87.47,838.53,705.87,971.19,67.68,0.01%
"Greene County, PA",42059,451,37197,1212.46,1100.56,1324.37,57.09,925.53,837.79,1013.27,44.77,0.02%
"Huntingdon County, PA",42061,469,45634,1027.74,934.73,1120.76,47.46,735.3,666.98,803.62,34.86,0.02%
"Indiana County, PA",42063,950,86364,1100,1030.05,1169.94,35.69,810.78,756.99,864.57,27.44,0.03%
"Jefferson County, PA",42065,538,44073,1220.7,1117.55,1323.85,52.63,802.45,732.01,872.88,35.94,0.02%
"Juniata County, PA",42067,266,24863,1069.86,941.29,1198.43,65.6,714.64,625.06,804.23,45.71,0.01%
"Lackawanna County, PA",42069,2632,211321,1245.5,1197.92,1293.08,24.28,836.17,802.66,869.67,17.09,0.10%
"Lancaster County, PA",42071,5121,538500,950.97,924.93,977.02,13.29,692.85,673.26,712.44,9.99,0.19%
"Lawrence County, PA",42073,1210,87294,1386.12,1308.02,1464.22,39.85,882.58,829.47,935.69,27.1,0.04%
"Lebanon County, PA",42075,1486,138863,1070.12,1015.71,1124.53,27.76,732.62,693.96,771.29,19.73,0.05%
"Lehigh County, PA",42077,3400,363147,936.26,904.79,967.73,16.06,712.56,687.98,737.14,12.54,0.12%
"Luzerne County, PA",42079,3922,316383,1239.64,1200.84,1278.43,19.79,839.75,812.3,867.2,14.01,0.14%
"Lycoming County, PA",42081,1257,115248,1090.69,1030.4,1150.99,30.76,774.35,729.83,818.87,22.71,0.05%
"Mc Kean County, PA",42083,507,41883,1210.52,1105.14,1315.89,53.76,826.24,752.15,900.32,37.8,0.02%
"Mercer County, PA",42085,1463,112913,1295.69,1229.29,1362.08,33.87,819.09,774.49,863.7,22.76,0.05%
"Mifflin County, PA",42087,516,46342,1113.46,1017.39,1209.53,49.02,720.52,655.27,785.77,33.29,0.02%
"Monroe County, PA",42089,1479,166098,890.44,845.06,935.82,23.15,767.56,727.22,807.91,20.59,0.05%
"Montgomery County, PA",42091,7534,821725,916.85,896.15,937.56,10.56,649.64,634.42,664.86,7.77,0.27%
"Montour County, PA",42093,239,18343,1302.95,1137.76,1468.14,84.28,768.22,665.86,870.59,52.23,0.01%
"Northampton County, PA",42095,2970,302294,982.49,947.15,1017.82,18.03,678.76,653.37,704.15,12.95,0.11%
"Northumberland County, PA",42097,1169,92541,1263.22,1190.81,1335.64,36.95,827.4,777.82,876.98,25.3,0.04%
"Perry County, PA",42099,467,45820,1019.21,926.77,1111.65,47.16,861.05,780.94,941.16,40.87,0.02%
"Philadelphia County, PA",42101,14508,1567872,925.33,910.27,940.39,7.68,889.3,874.56,904.04,7.52,0.53%
"Pike County, PA",42103,515,55562,926.89,846.84,1006.95,40.84,639.98,582.29,697.67,29.43,0.02%
"Potter County, PA",42105,207,16885,1225.94,1058.93,1392.95,85.21,754.03,644.83,863.22,55.71,0.01%
"Schuylkill County, PA",42107,2052,143573,1429.24,1367.4,1491.08,31.55,955.29,912.16,998.43,22.01,0.07%
"Snyder County, PA",42109,349,40468,862.41,771.93,952.89,46.16,664.17,592.85,735.49,36.39,0.01%
"Somerset County, PA",42111,986,75061,1313.6,1231.6,1395.59,41.83,806.78,753.94,859.61,26.96,0.04%
"Sullivan County, PA",42113,83,6137,1352.45,1077.21,1676.57,148.45,732.59,564.18,935.51,91.31,0.00%
"Susquehanna County, PA",42115,472,40862,1155.11,1050.9,1259.32,53.17,770.1,697.97,842.24,36.8,0.02%
"Tioga County, PA",42117,428,41467,1032.15,934.36,1129.93,49.89,707.88,638.21,777.55,35.55,0.02%
"Union County, PA",42119,377,45565,827.39,743.87,910.91,42.61,595.66,534.19,657.13,31.36,0.01%
"Venango County, PA",42121,623,52582,1184.82,1091.78,1277.85,47.47,773.3,709.21,837.4,32.7,0.02%
"Warren County, PA",42123,478,40025,1194.25,1087.19,1301.32,54.62,738.45,669.25,807.65,35.31,0.02%
"Washington County, PA",42125,2543,207981,1222.71,1175.18,1270.23,24.25,829.58,795.88,863.29,17.2,0.09%
"Wayne County, PA",42127,642,50710,1266.02,1168.09,1363.96,49.97,872.93,802.76,943.1,35.8,0.02%
"Westmoreland County, PA",42129,4604,355458,1295.23,1257.82,1332.64,19.09,816.76,791.64,841.88,12.82,0.17%
"Wyoming County, PA",42131,304,27521,1104.61,980.44,1228.78,63.35,774.42,684.81,864.02,45.72,0.01%
"York County, PA",42133,4190,443744,944.24,915.65,972.83,14.59,749.4,726.21,772.59,11.83,0.15%
"Bristol County, RI",44001,538,49067,1096.46,1003.81,1189.11,47.27,665.33,606.06,724.6,30.24,0.02%
"Kent County, RI",44003,1673,164614,1016.32,967.62,1065.02,24.85,700.31,665.3,735.31,17.86,0.06%
"Newport County, RI",44005,816,82784,985.7,918.07,1053.33,34.51,661.97,614.58,709.36,24.18,0.03%
"Providence County, RI",44007,5612,633673,885.63,862.46,908.8,11.82,714.71,695.4,734.02,9.85,0.20%
"Washington County, RI",44009,1096,126288,867.86,816.48,919.24,26.21,596.18,558.96,633.4,18.99,0.04%
"Abbeville County, SC",45001,328,24872,1318.75,1176.03,1461.47,72.82,932.41,828.29,1036.52,53.12,0.01%
"Aiken County, SC",45003,1718,167458,1025.93,977.42,1074.44,24.75,791.17,752.7,829.65,19.63,0.06%
"Allendale County, SC",45005,109,9045,1205.09,978.85,1431.32,115.43,953.4,767.7,1139.09,94.74,0.00%
"Anderson County, SC",45007,2313,196569,1176.69,1128.73,1224.64,24.47,945.91,906.62,985.19,20.04,0.08%
"Bamberg County, SC",45009,196,14434,1357.9,1167.8,1548.01,96.99,972.96,831.2,1114.73,72.33,0.01%
"Barnwell County, SC",45011,269,21483,1252.15,1102.52,1401.79,76.35,1031.3,904.19,1158.4,64.85,0.01%
"Beaufort County, SC",45013,1604,183149,875.79,832.93,918.65,21.87,566.56,537.18,595.95,14.99,0.06%
"Berkeley County, SC",45015,1503,210898,712.67,676.64,748.7,18.38,778.05,737.12,818.98,20.88,0.05%
"Calhoun County, SC",45017,165,14796,1115.17,945.01,1285.32,86.82,773.63,649.05,898.21,63.56,0.01%
"Charleston County, SC",45019,3171,396484,799.78,771.94,827.62,14.2,711.62,686.32,736.93,12.91,0.12%
"Cherokee County, SC",45021,617,56646,1089.22,1003.27,1175.17,43.85,952.7,876.22,1029.17,39.02,0.02%
"Chester County, SC",45023,405,32181,1258.51,1135.94,1381.08,62.54,1002.45,902.07,1102.83,51.21,0.01%
"Chesterfield County, SC",45025,546,46013,1186.62,1087.09,1286.16,50.78,1004.03,917.41,1090.66,44.2,0.02%
"Clarendon County, SC",45027,382,33951,1125.15,1012.32,1237.98,57.57,831.39,743.4,919.37,44.89,0.01%
"Colleton County, SC",45029,542,37923,1429.21,1308.89,1549.54,61.39,1091.83,996.48,1187.18,48.65,0.02%
"Darlington County, SC",45031,869,67234,1292.5,1206.56,1378.44,43.85,1040.51,969.45,1111.58,36.26,0.03%
"Dillon County, SC",45033,401,30858,1299.5,1172.31,1426.69,64.89,1119.89,1007.68,1232.09,57.25,0.01%
"Dorchester County, SC",45035,1180,153773,767.36,723.58,811.15,22.34,829.75,780.88,878.61,24.93,0.04%
"Edgefield County, SC",45037,235,26358,891.57,777.58,1005.56,58.16,725.95,630.29,821.61,48.81,0.01%
"Fairfield County, SC",45039,291,22653,1284.6,1137,1432.19,75.3,976.79,858.52,1095.06,60.34,0.01%
"Florence County, SC",45041,1516,138742,1092.68,1037.67,1147.68,28.06,954.65,905.65,1003.64,25,0.06%
"Georgetown County, SC",45043,783,61399,1275.27,1185.94,1364.59,45.57,842.79,779.12,906.46,32.49,0.03%
"Greenville County, SC",45045,4424,498766,886.99,860.85,913.13,13.34,800.2,776.31,824.1,12.19,0.16%
"Greenwood County, SC",45047,753,70133,1073.67,996.99,1150.36,39.13,821.56,761.27,881.86,30.76,0.03%
"Hampton County, SC",45049,239,19922,1199.68,1047.58,1351.78,77.6,983.03,855.58,1110.49,65.03,0.01%
"Horry County, SC",45051,3501,322342,1086.11,1050.14,1122.09,18.36,832.09,802.95,861.24,14.87,0.13%
"Jasper County, SC",45053,215,28465,755.31,654.35,856.28,51.51,631.56,543.88,719.24,44.74,0.01%
"Kershaw County, SC",45055,697,64097,1087.41,1006.68,1168.14,41.19,897.11,828.69,965.53,34.91,0.03%
"Lancaster County, SC",45057,874,89594,975.51,910.84,1040.19,33,769.27,716.7,821.84,26.82,0.03%
"Laurens County, SC",45059,801,66777,1199.51,1116.44,1282.59,42.38,932.13,865.56,998.69,33.96,0.03%
"Lee County, SC",45061,267,17635,1514.03,1332.43,1695.64,92.66,1178.98,1033.06,1324.91,74.45,0.01%
"Lexington County, SC",45063,2470,286196,863.04,829.01,897.08,17.37,791.39,759.6,823.19,16.22,0.09%
"McCormick County, SC",45065,130,9643,1348.13,1116.38,1579.88,118.24,877.25,704.56,1049.93,88.11,0.00%
"Marion County, SC",45067,417,31726,1314.38,1188.22,1440.54,64.37,1059.22,953.57,1164.86,53.9,0.02%
"Marlboro County, SC",45069,373,26945,1384.3,1243.82,1524.79,71.68,1172.14,1050.28,1294,62.17,0.01%
"Newberry County, SC",45071,439,38079,1152.87,1045.02,1260.71,55.02,873.51,789.22,957.8,43,0.02%
"Oconee County, SC",45073,835,76355,1093.58,1019.4,1167.75,37.84,783.93,728.09,839.76,28.49,0.03%
"Orangeburg County, SC",45075,1040,87903,1183.12,1111.22,1255.03,36.69,925.76,867.48,984.04,29.74,0.04%
"Pickens County, SC",45077,1183,122863,962.86,907.99,1017.73,27.99,852.83,803.22,902.44,25.31,0.04%
"Richland County, SC",45079,3028,409549,739.35,713.02,765.68,13.44,798.04,769,827.09,14.82,0.11%
"Saluda County, SC",45081,229,20197,1133.83,986.98,1280.69,74.93,800.08,694.01,906.16,54.12,0.01%
"Spartanburg County, SC",45083,3047,301463,1010.74,974.85,1046.63,18.31,892.98,860.78,925.18,16.43,0.11%
"Sumter County, SC",45085,1122,107396,1044.73,983.6,1105.86,31.19,913.86,859.59,968.13,27.69,0.04%
"Union County, SC",45087,428,27673,1546.63,1400.11,1693.16,74.76,1130.39,1020.29,1240.49,56.17,0.02%
"Williamsburg County, SC",45089,405,31955,1267.41,1143.97,1390.84,62.98,942.72,847.09,1038.34,48.79,0.01%
"York County, SC",45091,2070,258526,800.69,766.2,835.19,17.6,811.07,775.3,846.83,18.25,0.08%
"Aurora County, SD",46003,20,2736,730.99,446.51,1128.96,163.46,412.61,248.42,644.34,95.66,0.00%
"Beadle County, SD",46005,195,18101,1077.29,926.08,1228.5,77.15,747.27,636.43,858.11,56.55,0.01%
"Bennett County, SD",46007,45,3460,1300.58,948.65,1740.28,193.88,1337.88,972.11,1796.04,201.49,0.00%
"Bon Homme County, SD",46009,75,6984,1073.88,844.67,1346.12,124,627,483.91,799.16,78.01,0.00%
"Brookings County, SD",46011,202,34135,591.77,510.16,673.38,41.64,671.06,576.43,765.69,48.28,0.01%
"Brown County, SD",46013,376,39128,960.95,863.82,1058.08,49.56,690.05,617.59,762.51,36.97,0.01%
"Brule County, SD",46015,60,5238,1145.48,874.12,1474.46,147.88,796.52,596.65,1041.86,109.18,0.00%
"Buffalo County, SD",46017,32,2043,1566.32,1071.37,2211.18,276.89,2121,1409.38,3065.44,400.8,0.00%
"Butte County, SD",46019,98,10205,960.31,779.63,1170.31,97.01,665.92,536.15,817.6,70,0.00%
"Campbell County, SD",46021,13,1378,Unreliable,502.32,1613.24,261.65,Unreliable,343.67,1426.73,250.9,0.00%
"Charles Mix County, SD",46023,113,9396,1202.64,980.9,1424.38,113.13,902.84,725.4,1080.27,90.53,0.00%
"Clark County, SD",46025,47,3656,1285.56,944.58,1709.52,187.52,800.11,568.96,1093.78,128.54,0.00%
"Clay County, SD",46027,105,14086,745.42,602.84,888,72.75,815.83,655.7,975.97,81.7,0.00%
"Codington County, SD",46029,241,28063,858.78,750.36,967.21,55.32,647.02,562.92,731.12,42.91,0.01%
"Corson County, SD",46031,51,4132,1234.27,919,1622.84,172.83,1357.6,997.51,1805.32,197.25,0.00%
"Custer County, SD",46033,108,8596,1256.4,1019.44,1493.36,120.9,746.1,594.67,897.53,77.26,0.00%
"Davison County, SD",46035,225,19903,1130.48,982.77,1278.2,75.37,742.6,639.98,845.22,52.36,0.01%
"Day County, SD",46037,76,5571,1364.21,1074.85,1707.51,156.49,745.01,564.26,965.25,98.27,0.00%
"Deuel County, SD",46039,47,4231,1110.85,816.21,1477.2,162.03,668.13,479.46,906.39,103.96,0.00%
"Dewey County, SD",46041,52,5742,905.61,676.35,1187.59,125.59,1101.33,820.01,1448.05,154.67,0.00%
"Douglas County, SD",46043,42,2932,1432.47,1032.39,1936.28,221.03,561.98,386.84,789.23,97.85,0.00%
"Edmunds County, SD",46045,43,3952,1088.06,787.43,1465.6,165.93,659.65,459.47,917.42,111.14,0.00%
"Fall River County, SD",46047,115,6849,1679.08,1372.19,1985.96,156.57,961.71,767.16,1156.26,99.26,0.00%
"Faulk County, SD",46049,31,2354,1316.91,894.77,1869.24,236.52,708.06,443.73,1072.01,149.99,0.00%
"Grant County, SD",46051,91,7148,1273.08,1025.01,1563.07,133.46,744.88,594.14,922.21,81.35,0.00%
"Gregory County, SD",46053,59,4171,1414.53,1076.81,1824.64,184.16,713.63,522.47,951.88,105.55,0.00%
"Haakon County, SD",46055,22,1892,1162.79,728.71,1760.48,247.91,572.61,339.36,904.97,134.97,0.00%
"Hamlin County, SD",46057,73,6028,1211.02,949.24,1522.67,141.74,841.02,653.08,1066.19,102.15,0.00%
"Hand County, SD",46059,49,3319,1476.35,1092.22,1951.81,210.91,665.63,463.63,925.73,113.27,0.00%
"Hanson County, SD",46061,23,3374,681.68,432.13,1022.86,142.14,953.05,582.15,1471.91,213.09,0.00%
"Harding County, SD",46063,Suppressed,1278,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Hughes County, SD",46065,147,17600,835.23,700.21,970.25,68.89,643.8,535.9,751.71,55.05,0.01%
"Hutchinson County, SD",46067,116,7368,1574.38,1287.87,1860.88,146.18,674.82,537.1,812.53,70.26,0.00%
"Hyde County, SD",46069,28,1352,2071.01,1376.16,2993.18,391.38,1113.19,679.97,1719.23,246.97,0.00%
"Jackson County, SD",46071,37,3326,1112.45,783.26,1533.36,182.89,987.56,679.79,1386.9,171.55,0.00%
"Jerauld County, SD",46073,26,2004,1297.41,847.5,1901,254.44,631.72,368,1011.45,152.68,0.00%
"Jones County, SD",46075,Suppressed,927,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Kingsbury County, SD",46077,68,5001,1359.73,1055.88,1723.78,164.89,740.66,560.97,959.61,98.33,0.00%
"Lake County, SD",46079,126,12909,976.06,805.63,1146.49,86.95,662.58,541.03,784.14,62.02,0.00%
"Lawrence County, SD",46081,237,25281,937.46,818.11,1056.82,60.89,642.28,557.18,727.38,43.42,0.01%
"Lincoln County, SD",46083,260,54469,477.34,419.31,535.36,29.6,509.37,445.96,572.79,32.35,0.01%
"Lyman County, SD",46085,40,3894,1027.22,733.86,1398.79,162.42,997.21,705.68,1368.75,162.19,0.00%
"McCook County, SD",46087,72,5625,1280,1001.52,1611.94,150.85,823.74,632.99,1053.92,103.56,0.00%
"McPherson County, SD",46089,40,2438,1640.69,1172.12,2234.16,259.42,699.69,468.6,1004.88,129.12,0.00%
"Marshall County, SD",46091,63,4801,1312.23,1008.35,1678.9,165.33,903.05,682.15,1172.68,120.63,0.00%
"Meade County, SD",46093,193,27693,696.93,598.6,795.25,50.17,661.57,566.43,756.71,48.54,0.01%
"Mellette County, SD",46095,28,2102,1332.06,885.14,1925.21,251.74,1208.19,796.21,1757.85,234.02,0.00%
"Miner County, SD",46097,38,2281,1665.94,1178.92,2286.63,270.25,868.16,601.22,1213.16,149.81,0.00%
"Minnehaha County, SD",46099,1384,187318,738.85,699.92,777.78,19.86,701.21,663.28,739.13,19.35,0.05%
"Moody County, SD",46101,48,6505,737.89,544.06,978.34,106.51,525.34,383.18,702.94,78.36,0.00%
"Pennington County, SD",46103,903,109372,825.62,771.77,879.47,27.48,658.02,613.71,702.33,22.61,0.03%
"Perkins County, SD",46105,42,2983,1407.98,1014.74,1903.18,217.26,658.27,463.48,907.34,108.95,0.00%
"Potter County, SD",46107,39,2299,1696.39,1206.3,2319.02,271.64,863.93,559.09,1275.34,171.11,0.00%
"Roberts County, SD",46109,111,10255,1082.4,881.03,1283.76,102.74,803.12,644.14,962.09,81.11,0.00%
"Sanborn County, SD",46111,28,2396,1168.61,776.53,1688.97,220.85,697.62,455.7,1022.17,136.58,0.00%
"Shannon County, SD",46113,163,14415,1130.77,957.17,1304.36,88.57,1619.26,1351.34,1887.18,136.69,0.01%
"Spink County, SD",46115,83,6420,1292.83,1029.73,1602.66,141.91,787.67,616.3,991.93,92.85,0.00%
"Stanley County, SD",46117,24,2993,801.87,513.77,1193.12,163.68,620.08,388.6,938.8,131.69,0.00%
"Sully County, SD",46119,Suppressed,1421,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Todd County, SD",46121,94,10155,925.65,748.02,1132.77,95.47,1253.14,999.55,1551.47,136.74,0.00%
"Tripp County, SD",46123,82,5492,1493.08,1187.49,1853.3,164.88,854.65,664.97,1081.61,103.15,0.00%
"Turner County, SD",46125,109,8317,1310.57,1064.53,1556.61,125.53,738.83,593.87,883.8,73.96,0.00%
"Union County, SD",46127,121,14934,810.23,665.86,954.6,73.66,646.75,527.8,765.69,60.69,0.00%
"Walworth County, SD",46129,87,5610,1550.8,1242.13,1912.91,166.26,839.71,649.43,1068.33,103.13,0.00%
"Yankton County, SD",46135,240,22616,1061.2,926.94,1195.46,68.5,709.09,615.06,803.12,47.98,0.01%
"Ziebach County, SD",46137,17,2801,Unreliable,353.56,971.75,147.2,Unreliable,493.98,1516.01,243.7,0.00%
"Anderson County, TN",47001,911,75936,1199.69,1121.79,1277.6,39.75,838.24,781.36,895.12,29.02,0.03%
"Bedford County, TN",47003,544,47484,1145.65,1049.38,1241.92,49.12,1058.03,967.48,1148.58,46.2,0.02%
"Benton County, TN",47005,268,16014,1673.54,1473.17,1873.9,102.23,1092.83,955.76,1229.9,69.94,0.01%
"Bledsoe County, TN",47007,128,14675,872.23,721.13,1023.34,77.1,699.95,575.57,824.33,63.46,0.00%
"Blount County, TN",47009,1437,128670,1116.81,1059.07,1174.55,29.46,828.57,784.56,872.58,22.45,0.05%
"Bradley County, TN",47011,1012,104490,968.51,908.84,1028.19,30.44,819.35,768.14,870.55,26.13,0.04%
"Campbell County, TN",47013,618,39714,1556.13,1433.44,1678.82,62.6,1159.77,1065.55,1254,48.08,0.02%
"Cannon County, TN",47015,169,14027,1204.82,1023.17,1386.47,92.68,909.33,768.01,1050.66,72.1,0.01%
"Carroll County, TN",47017,411,28092,1463.05,1321.6,1604.5,72.17,1039.47,935.41,1143.52,53.09,0.01%
"Carter County, TN",47019,745,56502,1318.54,1223.85,1413.22,48.31,914.02,846.31,981.74,34.55,0.03%
"Cheatham County, TN",47021,411,39880,1030.59,930.95,1130.23,50.84,1014.94,912.71,1117.16,52.16,0.01%
"Chester County, TN",47023,190,17453,1088.64,933.84,1243.44,78.98,876.36,749.73,1002.99,64.61,0.01%
"Claiborne County, TN",47025,463,31757,1457.95,1325.14,1590.75,67.76,1121.22,1015.99,1226.45,53.69,0.02%
"Clay County, TN",47027,123,7752,1586.69,1306.28,1867.1,143.07,1073.12,867.46,1278.77,104.93,0.00%
"Cocke County, TN",47029,527,35219,1496.35,1368.59,1624.11,65.18,1119.74,1019.91,1219.58,50.93,0.02%
"Coffee County, TN",47031,671,54682,1227.09,1134.25,1319.94,47.37,987.72,911.85,1063.59,38.71,0.02%
"Crockett County, TN",47033,186,14411,1290.68,1105.19,1476.17,94.64,973.1,830.41,1115.79,72.8,0.01%
"Cumberland County, TN",47035,813,58655,1386.07,1290.79,1481.35,48.61,798.48,738.03,858.94,30.85,0.03%
"Davidson County, TN",47037,5433,684410,793.82,772.71,814.93,10.77,845.47,822.51,868.43,11.72,0.20%
"Decatur County, TN",47039,181,11769,1537.94,1313.88,1761.99,114.31,938.98,797.15,1080.81,72.36,0.01%
"DeKalb County, TN",47041,255,19361,1317.08,1155.42,1478.74,82.48,1077.26,941.57,1212.94,69.23,0.01%
"Dickson County, TN",47043,596,52170,1142.42,1050.7,1234.14,46.8,1004.38,922.31,1086.46,41.87,0.02%
"Dyer County, TN",47045,517,37708,1371.06,1252.88,1489.25,60.3,1108.67,1011.52,1205.82,49.57,0.02%
"Fayette County, TN",47047,451,39590,1139.18,1034.04,1244.31,53.64,843.69,762.59,924.79,41.38,0.02%
"Fentress County, TN",47049,259,18033,1436.26,1261.34,1611.18,89.24,1054.53,920.28,1188.78,68.5,0.01%
"Franklin County, TN",47051,509,41700,1220.62,1114.58,1326.67,54.1,905.27,823.8,986.74,41.57,0.02%
"Gibson County, TN",47053,734,49401,1485.8,1378.31,1593.29,54.84,1116.79,1034.02,1199.57,42.23,0.03%
"Giles County, TN",47055,363,29307,1238.61,1111.19,1366.03,65.01,914.75,817.6,1011.89,49.56,0.01%
"Grainger County, TN",47057,286,23072,1239.6,1095.93,1383.26,73.3,991.6,871.91,1111.29,61.07,0.01%
"Greene County, TN",47059,960,68615,1399.11,1310.61,1487.62,45.16,1029.63,962.1,1097.15,34.45,0.03%
"Grundy County, TN",47061,225,13389,1680.48,1460.9,1900.07,112.03,1224.47,1058.23,1390.71,84.81,0.01%
"Hamblen County, TN",47063,762,63785,1194.64,1109.81,1279.46,43.28,943.34,875.03,1011.66,34.85,0.03%
"Hamilton County, TN",47065,3551,357738,992.63,959.98,1025.27,16.66,790.89,764.29,817.49,13.57,0.13%
"Hancock County, TN",47067,94,6577,1429.22,1154.96,1749.01,147.41,1177.93,942.19,1454.73,126.94,0.00%
"Hardeman County, TN",47069,338,25435,1328.88,1187.21,1470.55,72.28,1080.39,962.96,1197.82,59.91,0.01%
"Hardin County, TN",47071,383,25679,1491.49,1342.12,1640.87,76.21,1022.26,914.77,1129.75,54.84,0.01%
"Hawkins County, TN",47073,736,56563,1301.2,1207.2,1395.21,47.96,980.37,906.92,1053.82,37.47,0.03%
"Haywood County, TN",47075,211,17853,1181.87,1022.4,1341.35,81.36,910.57,784.29,1036.86,64.43,0.01%
"Henderson County, TN",47077,345,27822,1240.03,1109.17,1370.88,66.76,1001.18,893.15,1109.2,55.12,0.01%
"Henry County, TN",47079,480,32310,1485.61,1352.7,1618.51,67.81,980.02,888.94,1071.1,46.47,0.02%
"Hickman County, TN",47081,294,24295,1210.13,1071.8,1348.45,70.58,1033.97,913.23,1154.72,61.6,0.01%
"Houston County, TN",47083,127,8134,1561.35,1289.79,1832.9,138.55,1123.15,922.06,1324.25,102.6,0.00%
"Humphreys County, TN",47085,230,18347,1253.61,1091.6,1415.63,82.66,938.95,813.95,1063.95,63.78,0.01%
"Jackson County, TN",47087,145,11566,1253.67,1049.62,1457.73,104.11,857.31,710.02,1004.6,75.15,0.01%
"Jefferson County, TN",47089,628,53535,1173.06,1081.32,1264.81,46.81,892.6,820.66,964.53,36.7,0.02%
"Johnson County, TN",47091,250,17754,1408.13,1233.58,1582.69,89.06,1007.56,877.64,1137.48,66.29,0.01%
"Knox County, TN",47093,4413,456132,967.48,938.94,996.03,14.56,847.3,821.9,872.7,12.96,0.16%
"Lake County, TN",47095,109,7560,1441.8,1171.12,1712.47,138.1,1256.92,1018.22,1495.62,121.78,0.00%
"Lauderdale County, TN",47097,329,26773,1228.85,1096.06,1361.64,67.75,1157.4,1030.06,1284.75,64.97,0.01%
"Lawrence County, TN",47099,528,43081,1225.6,1121.06,1330.14,53.34,972.99,888.4,1057.58,43.16,0.02%
"Lewis County, TN",47101,144,11904,1209.68,1012.1,1407.26,100.81,887.07,737.18,1036.96,76.48,0.01%
"Lincoln County, TN",47103,436,33645,1295.88,1174.24,1417.52,62.06,988.72,893.03,1084.4,48.82,0.02%
"Loudon County, TN",47105,679,51454,1319.63,1220.37,1418.88,50.64,863.73,793.91,933.56,35.63,0.02%
"McMinn County, TN",47107,691,52850,1307.47,1209.99,1404.96,49.74,974.87,900.26,1049.49,38.07,0.03%
"McNairy County, TN",47109,384,25935,1480.62,1332.53,1628.72,75.56,1095.27,982.33,1208.2,57.62,0.01%
"Macon County, TN",47111,257,23450,1095.95,961.96,1229.94,68.36,952.43,833.66,1071.21,60.6,0.01%
"Madison County, TN",47113,1048,97663,1073.08,1008.11,1138.05,33.15,887.01,832.26,941.75,27.93,0.04%
"Marion County, TN",47115,392,28446,1378.05,1241.63,1514.47,69.6,1032.54,926.9,1138.17,53.9,0.01%
"Marshall County, TN",47117,353,31915,1106.06,990.68,1221.45,58.87,990.3,884.34,1096.27,54.06,0.01%
"Maury County, TN",47119,976,89981,1084.67,1016.62,1152.72,34.72,951.33,890.45,1012.21,31.06,0.04%
"Meigs County, TN",47121,174,12005,1449.4,1234.03,1664.76,109.88,1136.63,960.6,1312.65,89.81,0.01%
"Monroe County, TN",47123,572,45970,1244.29,1142.32,1346.26,52.03,962.64,880.83,1044.46,41.74,0.02%
"Montgomery County, TN",47125,1248,195734,637.6,602.22,672.98,18.05,872.18,822.06,922.3,25.57,0.05%
