,State,County,City,Hospital,Location,Patient Rating,Completed Surveys,Survey Response Rate (%),Mortality Rate (by County),Population (by County)
1933,CA,LASSEN,SUSANVILLE,BANNER LASSEN MEDICAL CENTER,"1800 SPRING RIDGE DRIVE
SUSANVILLE, CA
(40.438197, -120.627429)",4,167,28,NaN,NaN
1934,CA,INYO,BISHOP,NORTHERN INYO HOSPITAL,"150 PIONEER LANE
BISHOP, CA
(37.362108, -118.407362)",4,139,21,NaN,NaN
1935,CA,MENDOCINO,FORT BRAGG,MENDOCINO COAST DISTRICT HOSPITAL,"700 RIVER DR
FORT BRAGG, CA
(39.432613, -123.800797)",3,173,26,NaN,NaN
1936,CA,VENTURA,OJAI,OJAI VALLEY COMMUNITY HOSPITAL,"1306 MARICOPA HWY
OJAI, CA
(34.442251, -119.264518)",3,133,31,NaN,NaN
1937,CO,MONTROSE,MONTROSE,MONTROSE MEMORIAL HOSPITAL,"800 SOUTH 3RD STREET
MONTROSE, CO
(38.480881, -107.868769)",4,373,27,NaN,NaN
1938,CO,WELD,GREELEY,NORTH COLORADO MEDICAL CENTER,"1801 - 16TH STREET
GREELEY, CO
(40.413834, -104.709429)",3,945,36,NaN,NaN
1939,CO,ADAMS,BRIGHTON,PLATTE VALLEY MEDICAL CENTER,"1600 PRAIRIE CENTER PARKWAY
BRIGHTON, CO
(39.965441, -104.770924)",4,652,25,NaN,NaN
1940,CO,PUEBLO,PUEBLO,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,"1008 MINNEQUA AVE
PUEBLO, CO
(38.233211, -104.622789)",2,225,21,NaN,NaN
1941,CO,DENVER,DENVER,DENVER HEALTH MEDICAL CENTER,"777 BANNOCK STREET
DENVER, CO
(39.72823, -104.990066)",3,1520,20,NaN,NaN
1942,CO,BOULDER,LONGMONT,LONGMONT UNITED HOSPITAL,"1950 MOUNTAIN VIEW AVENUE
LONGMONT, CO
(40.181323, -105.125207)",3,446,24,NaN,NaN
1943,CO,JEFFERSON,WHEAT RIDGE,LUTHERAN MEDICAL CENTER,"8300 W 38TH AVE
WHEAT RIDGE, CO
(39.769328, -105.089291)",3,1626,20,NaN,NaN
1944,CO,ALAMOSA,ALAMOSA,SAN LUIS VALLEY HEALTH,"106 BLANCA AVE
ALAMOSA, CO
(37.47236, -105.883712)",3,295,24,NaN,NaN
1945,CO,LARIMER,FORT COLLINS,POUDRE VALLEY HOSPITAL,"1024 S LEMAY AVE
FORT COLLINS, CO
(40.573724, -105.05786)",4,3096,31,NaN,NaN
1946,CO,LARIMER,LOVELAND,MCKEE MEDICAL CENTER,"2000 BOISE AVE
LOVELAND, CO
(40.413679, -105.053599)",4,712,32,NaN,NaN
1947,CO,FREMONT,CANON CITY,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,"1338 PHAY AVE
CANON CITY, CO
(38.455747, -105.230264)",3,245,22,NaN,NaN
1948,CO,ADAMS,AURORA,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,"12605 EAST 16TH AVENUE
AURORA, CO
(39.7405, -104.8377)",3,5511,22,NaN,NaN
1949,CO,MORGAN,FORT MORGAN,COLORADO PLAINS MEDICAL CENTER,"1000 LINCOLN ST
FORT MORGAN, CO
(40.259344, -103.79621)",4,247,31,NaN,NaN
1950,CO,EL PASO,COLORADO SPRINGS,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,"1400 E BOULDER ST
COLORADO SPRINGS, CO
(38.838812, -104.799951)",3,4393,23,NaN,NaN
1951,CO,ROUTT,STEAMBOAT SPRINGS,UCHEALTH YAMPA VALLEY MEDICAL CENTER,"1024 CENTRAL PARK DR
STEAMBOAT SPRINGS, CO
(40.462413, -106.81442)",5,320,31,NaN,NaN
1952,CO,MESA,GRAND JUNCTION,ST MARYS  MEDICAL CENTER,"2635 N 7TH STREET
GRAND JUNCTION, CO
(39.090604, -108.561439)",4,2108,26,NaN,NaN
1953,CO,DENVER,DENVER,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,"2525 SOUTH DOWNING STREET
DENVER, CO
(39.67064, -104.973482)",3,378,32,NaN,NaN
1954,CO,DENVER,DENVER,SAINT JOSEPH HOSPITAL,"1375 EAST 19TH AVENUE
DENVER, CO
(39.745722, -104.972135)",4,3931,27,NaN,NaN
1955,CO,MESA,GRAND JUNCTION,COMMUNITY HOSPITAL,"2351 G RD
GRAND JUNCTION, CO
(39.106297, -108.615312)",3,553,29,NaN,NaN
1956,CO,LA PLATA,DURANGO,MERCY REGIONAL MEDICAL CENTER,"1010 THREE SPRINGS BLVD
DURANGO, CO
(37.235054, -107.824841)",4,296,27,NaN,NaN
1957,CO,EL PASO,COLORADO SPRINGS,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,"2222 N NEVADA AVE
COLORADO SPRINGS, CO
(38.865568, -104.820123)",3,509,29,NaN,NaN
1958,CO,PUEBLO,PUEBLO,PARKVIEW MEDICAL CENTER INC,"400 W 16TH STREET
PUEBLO, CO
(38.281678, -104.612123)",3,1134,23,NaN,NaN
1959,CO,DENVER,DENVER,PRESBYTERIAN ST LUKES MEDICAL CENTER,"1719 E 19TH AVE
DENVER, CO
(39.746089, -104.967175)",4,1139,20,NaN,NaN
1960,CO,JEFFERSON,LAKEWOOD,CENTURA HEALTH-ST ANTHONY HOSPITAL,"11600 WEST 2ND PLACE
LAKEWOOD, CO
(39.717956, -105.127494)",3,374,25,NaN,NaN
1961,CO,BOULDER,BOULDER,FOOTHILLS HOSPITAL,"4747 ARAPAHOE AVENUE
BOULDER, CO
(40.014808, -105.236337)",4,644,34,NaN,NaN
1962,CO,DENVER,DENVER,ROSE MEDICAL CENTER,"4567 E 9TH AVENUE
DENVER, CO
(39.731076, -104.934011)",4,1207,20,NaN,NaN
1963,CO,ARAPAHOE,ENGLEWOOD,SWEDISH MEDICAL CENTER,"501 E HAMPDEN AVENUE
ENGLEWOOD, CO
(39.653136, -104.98171)",3,1152,18,NaN,NaN
1964,CO,GARFIELD,GLENWOOD SPRINGS,VALLEY VIEW HOSPITAL ASSOCIATION,"1906 BLAKE AVE
GLENWOOD SPRINGS, CO
(39.532859, -107.322794)",4,542,24,NaN,NaN
1965,CO,BOULDER,LAFAYETTE,GOOD SAMARITAN MEDICAL CENTER,"200 EXEMPLA CIRCLE
LAFAYETTE, CO
(39.969753, -105.083065)",3,2198,23,NaN,NaN
1966,CO,ADAMS,THORNTON,NORTH SUBURBAN MEDICAL CENTER,"9191 GRANT ST
THORNTON, CO
(39.86438, -104.984783)",3,840,17,NaN,NaN
1967,CO,DELTA,DELTA,DELTA COUNTY MEMORIAL HOSPITAL,"1501 E 3RD STREET
DELTA, CO
(38.743166, -108.047515)",3,398,33,NaN,NaN
1968,CO,SUMMIT,FRISCO,ST ANTHONY SUMMIT MEDICAL CENTER,"340 PEAK ONE DRIVE
FRISCO, CO
(39.569988, -106.078259)",4,310,26,NaN,NaN
1969,CO,EAGLE,VAIL,VAIL HEALTH HOSPITAL,"181 WEST MEADOW DRIVE
VAIL, CO
(39.642949, -106.382866)",4,482,28,NaN,NaN
1970,CO,DOUGLAS,LONE TREE,SKY RIDGE MEDICAL CENTER,"10101 RIDGEGATE PARKWAY
LONE TREE, CO
(39.528307, -104.873191)",3,1231,21,NaN,NaN
1971,CO,BOULDER,LOUISVILLE,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,"100 HEALTH PARK DRIVE
LOUISVILLE, CO
(39.950847, -105.149154)",4,394,23,NaN,NaN
1972,CO,DOUGLAS,CASTLE ROCK,CASTLE ROCK ADVENTIST HOSPITAL,"2350 MEADOWS BLVD
CASTLE ROCK, CO
(39.404112, -104.886146)",4,358,25,NaN,NaN
1973,CO,LARIMER,LOVELAND,MEDICAL CENTER OF THE ROCKIES,"2500 ROCKY MOUNTAIN AVENUE
LOVELAND, CO
(40.415194, -105.001451)",4,2956,31,NaN,NaN
1974,CO,ARAPAHOE,AURORA,"MEDICAL CENTER OF AURORA, THE","1501 S POTOMAC ST
AURORA, CO
(39.689346, -104.83115)",3,1245,20,NaN,NaN
1975,CO,DOUGLAS,PARKER,PARKER ADVENTIST HOSPITAL,"9395 CROWN CREST BLVD
PARKER, CO
(39.550058, -104.773433)",3,284,24,NaN,NaN
1976,CO,ARAPAHOE,LITTLETON,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,"7700 S BROADWAY
LITTLETON, CO
(39.576554, -104.988489)",3,351,27,NaN,NaN
1977,CO,LA PLATA,DURANGO,"ANIMAS SURGICAL HOSPITAL, LLC","575 RIVERGATE LANE
DURANGO, CO
(37.248889, -107.870774)",5,261,56,NaN,NaN
1978,CO,JEFFERSON,LAKEWOOD,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,"11650 W 2ND PLACE
LAKEWOOD, CO
(39.717952, -105.128441)",4,761,49,NaN,NaN
1979,CO,BROOMFIELD,WESTMINSTER,ST ANTHONY NORTH HEALTH CAMPUS,"14300 ORCHARD PARKWAY
WESTMINSTER, CO
(39.95581, -104.993671)",3,324,17,NaN,NaN
1980,CO,MOFFAT,CRAIG,"MEMORIAL HOSPITAL, THE","750 HOSPITAL LOOP
CRAIG, CO
(40.518288, -107.57863)",4,148,23,NaN,NaN
1981,CO,LARIMER,FORT COLLINS,BANNER FORT COLLINS MEDICAL CENTER,"4700 LADY MOON DR
FORT COLLINS, CO
(40.521117, -105.010885)",4,252,33,NaN,NaN
1982,CT,HARTFORD,HARTFORD,ST FRANCIS HOSPITAL & MEDICAL CENTER,"114 WOODLAND STREET
HARTFORD, CT
(41.77508, -72.699468)",4,5491,28,NaN,NaN
1983,CO,PROWERS,LAMAR,PROWERS MEDICAL CENTER,"401 KENDALL DRIVE
LAMAR, CO
(38.070915, -102.609068)",4,118,25,NaN,NaN
1984,CO,PITKIN,ASPEN,ASPEN VALLEY HOSPITAL,"401 CASTLE CREEK ROAD
ASPEN, CO
(39.190057, -106.837784)",5,180,29,NaN,NaN
1985,CO,GUNNISON,GUNNISON,GUNNISON VALLEY HOSPITAL,"711 NORTH TAYLOR STREET
GUNNISON, CO
(38.551089, -106.924321)",5,136,31,NaN,NaN
1986,CT,WINDHAM,PUTNAM,DAY KIMBALL HOSPITAL,"320 POMFRET STREET
PUTNAM, CT
(41.907746, -71.914692)",4,332,30,NaN,NaN
1987,CO,MONTEZUMA,CORTEZ,SOUTHWEST MEMORIAL HOSPITAL,"1311 N MILDRED RD
CORTEZ, CO
(37.36214, -108.572739)",3,246,37,NaN,NaN
1988,CO,CHAFFEE,SALIDA,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,"1000 RUSH DRIVE
SALIDA, CO
(38.543102, -106.007291)",4,209,32,NaN,NaN
1989,CT,NEW HAVEN,MERIDEN,MIDSTATE MEDICAL CENTER,"435 LEWIS AVENUE
MERIDEN, CT
(41.550036, -72.803878)",3,1177,25,NaN,NaN
1990,CT,LITCHFIELD,TORRINGTON,CHARLOTTE HUNGERFORD HOSPITAL,"540 LITCHFIELD ST
TORRINGTON, CT
(41.790846, -73.133143)",2,409,27,NaN,NaN
1991,CT,HARTFORD,MANCHESTER,MANCHESTER MEMORIAL HOSPITAL,"71 HAYNES ST
MANCHESTER, CT
(41.781087, -72.525221)",2,427,22,NaN,NaN
1992,CT,NEW LONDON,NEW LONDON,LAWRENCE & MEMORIAL HOSPITAL,"365 MONTAUK AVE
NEW LONDON, CT
(41.336428, -72.103074)",3,1744,24,NaN,NaN
1993,CT,TOLLAND,ROCKVILLE,ROCKVILLE GENERAL HOSPITAL,"31 UNION ST
ROCKVILLE, CT
(41.86696, -72.451043)",1,299,22,NaN,NaN
1994,CT,HARTFORD,HARTFORD,HARTFORD HOSPITAL,"80 SEYMOUR STREET
HARTFORD, CT
(41.754123, -72.68082)",2,2098,26,NaN,NaN
1995,CT,NEW HAVEN,WATERBURY,WATERBURY HOSPITAL,"64 ROBBINS ST
WATERBURY, CT
(41.558269, -73.058608)",2,922,21,NaN,NaN
1996,CT,NEW HAVEN,MILFORD,"MILFORD HOSPITAL, INC","300 SEASIDE AVENUE
MILFORD, CT
(41.217141, -73.064332)",4,410,33,NaN,NaN
1997,CT,LITCHFIELD,SHARON,SHARON HOSPITAL,"50 HOSPITAL HILL ROAD
SHARON, CT
(41.879662, -73.481572)",4,327,25,NaN,NaN
1998,CT,FAIRFIELD,BRIDGEPORT,BRIDGEPORT HOSPITAL,"267 GRANT STREET
BRIDGEPORT, CT
(41.188776, -73.16608)",2,654,19,NaN,NaN
1999,CT,MIDDLESEX,MIDDLETOWN,MIDDLESEX HOSPITAL,"28 CRESCENT ST
MIDDLETOWN, CT
(41.554865, -72.647633)",3,1509,29,NaN,NaN
2000,CT,FAIRFIELD,GREENWICH,GREENWICH HOSPITAL ASSOCIATION -,"5 PERRYRIDGE RD
GREENWICH, CT
(41.034395, -73.629632)",4,411,27,NaN,NaN
2001,CT,FAIRFIELD,BRIDGEPORT,ST VINCENT'S MEDICAL CENTER,"2800 MAIN ST
BRIDGEPORT, CT
(41.200083, -73.202486)",3,2073,28,NaN,NaN
2002,CT,NEW HAVEN,NEW HAVEN,YALE-NEW HAVEN HOSPITAL,"20 YORK ST
NEW HAVEN, CT
(41.304285, -72.934689)",3,762,21,NaN,NaN
2003,CT,WINDHAM,WILLIMANTIC,WINDHAM COMM MEM HOSP & HATCH HOSP,"112 MANSFIELD AVENUE
WILLIMANTIC, CT
(41.716569, -72.224068)",3,436,30,NaN,NaN
2004,DE,NEW CASTLE,NEWARK,"CHRISTIANA CARE HEALTH SERVICES, INC.","4755 OGLETOWN-STANTON ROAD
NEWARK, DE
(39.689909, -75.673228)",3,1016,23,NaN,NaN
2005,CT,HARTFORD,NEW BRITAIN,"HOSPITAL OF CENTRAL CONNECTICUT, THE","100 GRAND STREET
NEW BRITAIN, CT
(41.662015, -72.787799)",3,1541,21,NaN,NaN
2006,DE,SUSSEX,MILFORD,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,"21 WEST CLARKE AVENUE
MILFORD, DE
(38.905855, -75.432714)",4,440,19,NaN,NaN
2007,CT,FAIRFIELD,NORWALK,NORWALK HOSPITAL ASSOCIATION,"24 STEVENS STREET
NORWALK, CT
(41.110415, -73.421229)",3,727,23,NaN,NaN
2008,CT,NEW HAVEN,DERBY,GRIFFIN HOSPITAL,"130 DIVISION ST
DERBY, CT
(41.335978, -73.088689)",3,953,25,NaN,NaN
2009,DE,SUSSEX,LEWES,BEEBE MEDICAL CENTER,"424 SAVANNAH RD
LEWES, DE
(38.778791, -75.134407)",4,515,31,NaN,NaN
2010,DE,KENT,DOVER,BAYHEALTH - KENT GENERAL HOSPITAL,"640 S STATE STREET
DOVER, DE
(39.150687, -75.522327)",3,830,21,NaN,NaN
2011,DC,DISTRICT OF COLUMBIA,WASHINGTON,GEORGE WASHINGTON UNIV HOSPITAL,"900 23RD ST NW
WASHINGTON, DC
(38.901169, -77.050119)",2,1931,20,NaN,NaN
2012,CT,FAIRFIELD,DANBURY,DANBURY HOSPITAL,"24 HOSPITAL AVE
DANBURY, CT
(41.406776, -73.444339)",4,513,26,NaN,NaN
2013,FL,ORANGE,ORLANDO,FLORIDA HOSPITAL,"601 E ROLLINS ST
ORLANDO, FL
(28.573457, -81.370328)",4,12492,18,NaN,NaN
2014,DC,DISTRICT OF COLUMBIA,WASHINGTON,MEDSTAR WASHINGTON HOSPITAL CENTER,"110 IRVING ST NW
WASHINGTON, DC
(38.929157, -77.012268)",2,504,28,NaN,NaN
2015,DC,DISTRICT OF COLUMBIA,WASHINGTON,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,"3800 RESERVOIR RD
WASHINGTON, DC
(38.912599, -77.074388)",3,499,28,NaN,NaN
2016,FL,LEE,FORT MYERS,LEE MEMORIAL HOSPITAL,"2776 CLEVELAND AVE
FORT MYERS, FL
(26.626924, -81.872295)",3,5286,27,NaN,NaN
2017,FL,VOLUSIA,NEW SMYRNA BEACH,FLORIDA HOSPITAL NEW SMYRNA,"401 PALMETTO ST
NEW SMYRNA BEACH, FL
(29.021174, -80.922903)",2,985,28,NaN,NaN
2018,FL,COLLIER,NAPLES,NAPLES COMMUNITY HOSPITAL,"350 7TH ST N
NAPLES, FL
(26.150806, -81.799488)",2,1941,27,NaN,NaN
2019,DC,DISTRICT OF COLUMBIA,WASHINGTON,HOWARD UNIVERSITY HOSPITAL,"2041 GEORGIA AVE NW
WASHINGTON, DC
(38.917011, -77.021896)",2,543,13,NaN,NaN
2020,FL,BREVARD,MELBOURNE,HOLMES REGIONAL MEDICAL CENTER,"1350 S HICKORY ST
MELBOURNE, FL
(28.08691, -80.613523)",3,3079,26,NaN,NaN
2021,FL,MIAMI-DADE,MIAMI,BAPTIST HOSPITAL OF MIAMI,"8900 N KENDALL DR
MIAMI, FL
(25.687781, -80.339086)",3,412,18,NaN,NaN
2022,DC,DISTRICT OF COLUMBIA,WASHINGTON,UNITED MEDICAL CENTER,"1310 SOUTHERN AVENUE SE
WASHINGTON, DC
(38.834155, -76.984698)",1,248,6,NaN,NaN
2023,FL,VOLUSIA,DAYTONA BEACH,HALIFAX HEALTH MEDICAL CENTER,"303 N CLYDE MORRIS BLVD
DAYTONA BEACH, FL
(29.20055, -81.05534)",3,2002,24,NaN,NaN
2024,DC,DISTRICT OF COLUMBIA,WASHINGTON,PROVIDENCE HOSPITAL,"1150 VARNUM ST NE
WASHINGTON, DC
(38.942877, -76.990824)",1,1942,33,NaN,NaN
2025,FL,PALM BEACH,BOYNTON BEACH,BETHESDA HOSPITAL EAST,"2815 S SEACREST BLVD
BOYNTON BEACH, FL
(26.50404, -80.06868)",2,795,25,NaN,NaN
2026,DC,DISTRICT OF COLUMBIA,WASHINGTON,SIBLEY MEMORIAL HOSPITAL,"5255 LOUGHBORO RD NW
WASHINGTON, DC
(38.935747, -77.109889)",3,2685,32,NaN,NaN
2027,FL,ORANGE,ORLANDO,ORLANDO HEALTH,"52 W UNDERWOOD ST
ORLANDO, FL
(28.526925, -81.378203)",3,1561,16,NaN,NaN
2028,FL,DUVAL,JACKSONVILLE,UF HEALTH JACKSONVILLE,"655 W 8TH ST
JACKSONVILLE, FL
(30.346799, -81.664228)",3,3052,28,NaN,NaN
2029,FL,MIAMI-DADE,MIAMI,UMHC-UHEALTH TOWER,"1450 NW 10 AVENUE DRIVE
MIAMI, FL
(25.789084, -80.211053)",2,2353,16,NaN,NaN
2030,FL,MIAMI-DADE,MIAMI,JACKSON MEMORIAL HOSPITAL,"1611 NW 12TH AVE
MIAMI, FL
(25.790612, -80.214945)",2,9417,25,NaN,NaN
2031,FL,BAY,PANAMA CITY,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,"615 N BONITA AVE
PANAMA CITY, FL
(30.159681, -85.647067)",2,789,24,NaN,NaN
2032,FL,BROWARD,HOLLYWOOD,MEMORIAL REGIONAL HOSPITAL,"3501 JOHNSON ST
HOLLYWOOD, FL
(26.018262, -80.178865)",3,2713,16,NaN,NaN
2033,FL,CITRUS,INVERNESS,CITRUS MEMORIAL HOSPITAL,"502 W HIGHLAND BLVD
INVERNESS, FL
(28.832242, -82.335335)",2,1150,24,NaN,NaN
2034,FL,PINELLAS,DUNEDIN,MEASE DUNEDIN HOSPITAL,"601 MAIN ST
DUNEDIN, FL
(28.014032, -82.783822)",4,1022,28,NaN,NaN
2035,FL,ORANGE,OCOEE,HEALTH CENTRAL,"10000 W COLONIAL DR
OCOEE, FL
(28.551666, -81.525787)",2,780,13,NaN,NaN
2036,FL,MIAMI-DADE,MIAMI BEACH,MOUNT SINAI MEDICAL CENTER,"4300 ALTON RD
MIAMI BEACH, FL
(25.815045, -80.137939)",2,2982,19,NaN,NaN
2037,FL,MIAMI-DADE,MIAMI,NORTH SHORE MEDICAL CENTER,"1100 NW 95TH ST
MIAMI, FL
(25.861658, -80.214656)",2,1023,25,NaN,NaN
2038,FL,MANATEE,BRADENTON,MANATEE MEMORIAL HOSPITAL,"206 2ND ST E
BRADENTON, FL
(27.497209, -82.561241)",2,1923,23,NaN,NaN
2039,FL,PINELLAS,SAINT PETERSBURG,BAYFRONT HEALTH - ST PETERSBURG,"701 6TH ST S
SAINT PETERSBURG, FL
(27.763222, -82.641663)",2,970,19,NaN,NaN
2040,FL,PASCO,ZEPHYRHILLS,FLORIDA HOSPITAL ZEPHYRHILLS,"7050 GALL BLVD
ZEPHYRHILLS, FL
(28.260937, -82.188041)",3,1486,25,NaN,NaN
2041,FL,VOLUSIA,DELAND,FLORIDA HOSPITAL DELAND,"701 W PLYMOUTH AVE
DELAND, FL
(29.042613, -81.317205)",4,1214,22,NaN,NaN
2042,FL,ESCAMBIA,PENSACOLA,SACRED HEART HOSPITAL,"5151 N 9TH AVE
PENSACOLA, FL
(30.475588, -87.210986)",3,2499,33,NaN,NaN
2043,FL,MARTIN,STUART,MARTIN MEDICAL CENTER,"200 SE HOSPITAL AVE
STUART, FL
(27.199441, -80.243034)",3,3859,25,NaN,NaN
2044,FL,BROWARD,FORT LAUDERDALE,HOLY CROSS HOSPITAL,"4725 N FEDERAL HWY
FORT LAUDERDALE, FL
(26.185378, -80.117659)",3,1311,29,NaN,NaN
2045,FL,SANTA ROSA,JAY,JAY HOSPITAL,"14114 ALABAMA ST
JAY, FL
(30.95004, -87.151666)",4,131,31,NaN,NaN
2046,FL,PINELLAS,TARPON SPRINGS,FLORIDA HOSPITAL NORTH PINELLAS,"1395 S PINELLAS AVE
TARPON SPRINGS, FL
(28.13314, -82.758576)",4,858,24,NaN,NaN
2047,FL,BROWARD,FORT LAUDERDALE,BROWARD HEALTH MEDICAL CENTER,"1600 S ANDREWS AVE
FORT LAUDERDALE, FL
(26.101975, -80.14231)",2,1900,13,NaN,NaN
2048,FL,MARION,OCALA,MUNROE REGIONAL MEDICAL CENTER,"1500 SW 1ST AVE
OCALA, FL
(29.174236, -82.137834)",2,1895,28,NaN,NaN
2049,FL,HERNANDO,BROOKSVILLE,BAYFRONT HEALTH BROOKSVILLE,"17240 CORTEZ BLVD
BROOKSVILLE, FL
(28.541115, -82.443386)",2,1109,21,NaN,NaN
2050,FL,PINELLAS,SAINT PETERSBURG,ST ANTHONYS HOSPITAL,"1200 SEVENTH AVE N
SAINT PETERSBURG, FL
(27.779343, -82.651224)",3,3003,23,NaN,NaN
2051,FL,VOLUSIA,DAYTONA BEACH,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,"301 MEMORIAL MEDICAL PARKWAY
DAYTONA BEACH, FL
(29.24275, -81.1093)",3,2226,26,NaN,NaN
2052,FL,VOLUSIA,ORANGE CITY,FLORIDA HOSPITAL FISH MEMORIAL,"1055 SAXON BLVD
ORANGE CITY, FL
(28.91129, -81.284122)",3,1560,23,NaN,NaN
2053,FL,LAKE,CLERMONT,SOUTH LAKE HOSPITAL,"1900 DON WICKHAM DR
CLERMONT, FL
(28.551178, -81.723415)",3,1550,20,NaN,NaN
2054,FL,MIAMI-DADE,HIALEAH,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,"1475 W 49TH ST
HIALEAH, FL
(25.866662, -80.312165)",2,166,8,NaN,NaN
2055,FL,HILLSBOROUGH,TAMPA,FLORIDA HOSPITAL CARROLLWOOD,"7171 N DALE MABRY HWY
TAMPA, FL
(28.013102, -82.504954)",4,883,21,NaN,NaN
2056,FL,HIGHLANDS,SEBRING,HIGHLANDS REGIONAL MEDICAL CENTER,"3600 S HIGHLANDS AVE
SEBRING, FL
(27.465045, -81.433761)",3,462,23,NaN,NaN
2057,FL,MIAMI-DADE,HIALEAH,HIALEAH HOSPITAL,"651 E 25TH ST
HIALEAH, FL
(25.844931, -80.268881)",2,636,26,NaN,NaN
2058,FL,SARASOTA,VENICE,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,"540 THE RIALTO
VENICE, FL
(27.091587, -82.444326)",2,1251,29,NaN,NaN
2059,FL,HIGHLANDS,SEBRING,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,"4200 SUN N LAKE BLVD
SEBRING, FL
(27.538455, -81.506881)",3,2055,27,NaN,NaN
2060,FL,LAKE,LEESBURG,LEESBURG REGIONAL MEDICAL CENTER,"600 E DIXIE AVE
LEESBURG, FL
(28.806579, -81.869113)",2,4076,30,NaN,NaN
2061,FL,SAINT JOHNS,SAINT AUGUSTINE,FLAGLER HOSPITAL,"400 HEALTH PARK BLVD
SAINT AUGUSTINE, FL
(29.862616, -81.31748)",2,707,24,NaN,NaN
2062,FL,BREVARD,ROCKLEDGE,STEWARD ROCKLEDGE HOSPITAL,"110 LONGWOOD AVE
ROCKLEDGE, FL
(28.33454, -80.723133)",2,884,23,NaN,NaN
2063,FL,SARASOTA,SARASOTA,SARASOTA MEMORIAL HOSPITAL,"1700 S TAMIAMI TRL
SARASOTA, FL
(27.318268, -82.529687)",4,4921,32,NaN,NaN
2064,FL,WALTON,DEFUNIAK SPRINGS,HEALTHMARK REGIONAL MEDICAL CENTER,"4413 US HWY 331 S
DEFUNIAK SPRINGS, FL
(30.658742, -86.119188)",4,106,23,NaN,NaN
2065,FL,LEE,LEHIGH ACRES,LEHIGH REGIONAL MEDICAL CENTER,"1500 LEE BLVD
LEHIGH ACRES, FL
(26.614318, -81.658427)",2,408,21,NaN,NaN
2066,FL,BROWARD,POMPANO BEACH,BROWARD HEALTH NORTH,"201 E SAMPLE RD
POMPANO BEACH, FL
(26.275137, -80.120739)",3,1709,21,NaN,NaN
2067,FL,PALM BEACH,ATLANTIS,JFK MEDICAL CENTER,"5301 S CONGRESS AVE
ATLANTIS, FL
(26.598548, -80.09031)",2,1823,21,NaN,NaN
2068,FL,DUVAL,JACKSONVILLE,BAPTIST MEDICAL CENTER JACKSONVILLE,"800 PRUDENTIAL DR
JACKSONVILLE, FL
(30.316284, -81.663609)",4,138,21,NaN,NaN
2069,FL,POLK,LAKE WALES,LAKE WALES MEDICAL CENTER,"410 S 11TH ST
LAKE WALES, FL
(27.896327, -81.564668)",2,747,27,NaN,NaN
2070,FL,HILLSBOROUGH,TAMPA,ST JOSEPHS HOSPITAL,"3001 W MARTIN LUTHER KING JR BLVD
TAMPA, FL
(27.981461, -82.490585)",4,6953,18,NaN,NaN
2071,FL,CHARLOTTE,PORT CHARLOTTE,BAYFRONT HEALTH PORT CHARLOTTE,"2500 HARBOR BLVD
PORT CHARLOTTE, FL
(26.98984, -82.096682)",1,996,24,NaN,NaN
2072,FL,TAYLOR,PERRY,DOCTOR'S MEMORIAL HOSPITAL INC,"333 N BYRON BUTLER PKWY
PERRY, FL
(30.121128, -83.592009)",3,132,22,NaN,NaN
2073,FL,INDIAN RIVER,VERO BEACH,INDIAN RIVER MEDICAL CENTER,"1000 36TH ST
VERO BEACH, FL
(27.658443, -80.396876)",2,1270,26,NaN,NaN
2074,FL,ESCAMBIA,PENSACOLA,BAPTIST HOSPITAL,"1000 W MORENO ST
PENSACOLA, FL
(30.428676, -87.232015)",3,2144,30,NaN,NaN
2075,FL,OSCEOLA,KISSIMMEE,OSCEOLA REGIONAL MEDICAL CENTER,"700 WEST OAK STREET
KISSIMMEE, FL
(28.300923, -81.410854)",2,1171,21,NaN,NaN
2076,FL,LEON,TALLAHASSEE,TALLAHASSEE MEMORIAL HOSPITAL,"1300 MICCOSUKEE RD
TALLAHASSEE, FL
(30.455851, -84.261751)",3,765,22,NaN,NaN
2077,FL,PINELLAS,CLEARWATER,MORTON PLANT HOSPITAL,"300 PINELLAS ST
CLEARWATER, FL
(27.951912, -82.803874)",4,5480,29,NaN,NaN
