,State,County,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths,FIPS,Areaname,Land Area (Square Miles),Population per Square Mile
1626,MT,Mccone,21,1700,1235.29,774.16,0.00%,30055,"McCone, MT",2643.17,0.6431671061641892
1627,MT,Meagher,20,1827,1094.69,620.47,0.00%,30059,"Meagher, MT",2391.91,0.7638247258467084
1628,MT,Mineral,61,4184,1457.93,856.92,0.00%,30061,"Mineral, MT",1219.44,3.431083120120711
1629,MT,Missoula,934,116130,804.27,754.14,0.03%,30063,"Missoula, MT",2593.42,44.7787091948084
1630,MT,Musselshell,59,4589,1285.68,795.73,0.00%,30065,"Musselshell, MT",1868.16,2.4564277149708804
1631,MT,Park,157,16114,974.31,714.4,0.01%,30067,"Park, MT",2803.06,5.7487174730473125
1632,MT,Petroleum,Suppressed,489,Suppressed,Suppressed,Suppressed,30069,"Petroleum, MT",1654.87,0.2954914887574251
1633,MT,Phillips,42,4133,1016.21,615.79,0.00%,30071,"Phillips, MT",5140.04,0.8040793456860258
1634,MT,Pondera,78,6084,1282.05,795.63,0.00%,30073,"Pondera, MT",1622.86,3.7489370617305253
1635,MT,Powder River,20,1746,1145.48,512.62,0.00%,30075,"Powder River, MT",3297.3,0.5295241561277408
1636,MT,Powell,91,6858,1326.92,922.76,0.00%,30077,"Powell, MT",2326.39,2.94791500995104
1637,MT,Prairie,24,1182,2030.46,1069.02,0.00%,30079,"Prairie, MT",1736.74,0.6805854647212594
1638,MT,Ravalli,472,42088,1121.46,699.19,0.02%,30081,"Ravalli, MT",2390.82,17.60400197421805
1639,MT,Richland,91,11482,792.54,744.84,0.00%,30083,"Richland, MT",2084.14,5.509226827372442
1640,MT,Roosevelt,131,11305,1158.78,1257.26,0.00%,30085,"Roosevelt, MT",2354.79,4.800852729967428
1641,MT,Rosebud,80,9287,861.42,843.24,0.00%,30087,"Rosebud, MT",5010.4,1.8535446271754752
1642,MT,Sanders,143,11534,1239.81,788.37,0.01%,30089,"Sanders, MT",2760.52,4.178198310463246
1643,MT,Sheridan,48,3648,1315.79,710.28,0.00%,30091,"Sheridan, MT",1677.08,2.1752092923414508
1644,MT,Silver Bow,404,34553,1169.22,884.02,0.01%,30093,"Silver Bow, MT",718.48,48.091804921500945
1645,MT,Stillwater,87,9406,924.94,654.33,0.00%,30095,"Stillwater, MT",1795.35,5.239089871055783
1646,MT,Sweet Grass,48,3623,1324.87,792.71,0.00%,30097,"Sweet Grass, MT",1855.21,1.9528786498563504
1647,MT,Teton,74,6056,1221.93,736.13,0.00%,30099,"Teton, MT",2272.38,2.665047219215096
1648,MT,Toole,48,4977,964.44,749.18,0.00%,30101,"Toole, MT",1915.65,2.5980737608644584
1649,MT,Treasure,Suppressed,692,Suppressed,Suppressed,Suppressed,30103,"Treasure, MT",977.4,0.7080008184980561
1650,MT,Valley,80,7539,1061.15,636.73,0.00%,30105,"Valley, MT",4925.82,1.5305065958561215
1651,MT,Wheatland,16,2117,Unreliable,Unreliable,0.00%,30107,"Wheatland, MT",1423.2,1.4874929735806632
1652,MT,Wibaux,17,1093,Unreliable,Unreliable,0.00%,30109,"Wibaux, MT",889.27,1.2290980242221148
1653,MT,Yellowstone,1510,158437,953.06,763.86,0.06%,30111,"Yellowstone, MT",2633.29,60.16693945596573
1654,NC,Alamance,1639,159688,1026.38,804.34,0.06%,37001,"Alamance, NC",423.94,376.67594470915697
1655,NC,Alexander,376,37428,1004.6,767.32,0.01%,37003,"Alexander, NC",259.99,143.95938305319436
1656,NC,Alleghany,150,10848,1382.74,843.16,0.01%,37005,"Alleghany, NC",235.06,46.14991916957373
1657,NC,Anson,321,25448,1261.4,1010.63,0.01%,37007,"Anson, NC",531.45,47.88409069526766
1658,NC,Ashe,327,26924,1214.53,774.57,0.01%,37009,"Ashe, NC",426.14,63.1811141878256
1659,NC,Avery,193,17516,1101.85,754.3,0.01%,37011,"Avery, NC",247.09,70.88914970253754
1660,NC,Beaufort,616,47526,1296.13,882.21,0.02%,37013,"Beaufort, NC",827.19,57.45475646465745
1661,NC,Bertie,241,19854,1213.86,831.66,0.01%,37015,"Bertie, NC",699.27,28.392466429276247
1662,NC,Bladen,417,33741,1235.89,922.58,0.02%,37017,"Bladen, NC",874.33,38.59069230153374
1663,NC,Brunswick,1397,126953,1100.41,716.73,0.05%,37019,"Brunswick, NC",846.97,149.89078715893123
1664,NC,Buncombe,2611,256088,1019.57,737.95,0.10%,37021,"Buncombe, NC",656.67,389.9797462957041
1665,NC,Burke,1047,88851,1178.38,856.55,0.04%,37023,"Burke, NC",507.1,175.2139617432459
1666,NC,Cabarrus,1496,201590,742.1,759.56,0.05%,37025,"Cabarrus, NC",361.75,557.2633033863165
1667,NC,Caldwell,989,81449,1214.26,971.06,0.04%,37027,"Caldwell, NC",471.57,172.71879042347902
1668,NC,Camden,96,10418,921.48,809.31,0.00%,37029,"Camden, NC",240.56,43.30728300631859
1669,NC,Carteret,804,68890,1167.08,765.46,0.03%,37031,"Carteret, NC",506.25,136.07901234567902
1670,NC,Caswell,289,22910,1261.46,877.23,0.01%,37033,"Caswell, NC",424.92,53.91603125294173
1671,NC,Catawba,1642,156459,1049.48,870.89,0.06%,37035,"Catawba, NC",398.72,392.4031902086677
1672,NC,Chatham,673,72243,931.58,536.81,0.02%,37037,"Chatham, NC",682.19,105.89864993623476
1673,NC,Cherokee,333,27905,1193.33,746.32,0.01%,37039,"Cherokee, NC",455.43,61.27176514502778
1674,NC,Chowan,183,14383,1272.34,817.42,0.01%,37041,"Chowan, NC",172.47,83.39421348640343
1675,NC,Clay,144,10915,1319.29,764.65,0.01%,37043,"Clay, NC",214.75,50.82654249126892
1676,NC,Cleveland,1242,97144,1278.51,1049.61,0.05%,37045,"Cleveland, NC",464.25,209.2493268712978
1677,NC,Columbus,714,56505,1263.6,978.44,0.03%,37047,"Columbus, NC",937.29,60.28550395288545
1678,NC,Craven,1137,103445,1099.13,868.1,0.04%,37049,"Craven, NC",708.96,145.91091175806815
1679,NC,Cumberland,2559,327127,782.26,864.04,0.09%,37051,"Cumberland, NC",652.32,501.4824012754476
1680,NC,Currituck,224,25809,867.91,758.07,0.01%,37053,"Currituck, NC",261.85,98.5640633950735
1681,NC,Dare,366,35964,1017.68,750.71,0.01%,37055,"Dare, NC",383.42,93.79792394762923
1682,NC,Davidson,1740,164926,1055.02,851.84,0.06%,37057,"Davidson, NC",552.68,298.4113772888471
1683,NC,Davie,508,42013,1209.15,843.25,0.02%,37059,"Davie, NC",264.11,159.0738707356783
1684,NC,Duplin,550,58969,932.69,755.7,0.02%,37061,"Duplin, NC",816.22,72.24645316213766
1685,NC,Durham,1979,306212,646.28,674.41,0.07%,37063,"Durham, NC",285.98,1070.7462060283935
1686,NC,Edgecombe,670,53318,1256.61,975.2,0.02%,37065,"Edgecombe, NC",505.34,105.50916214825662
1687,NC,Forsyth,3296,371511,887.19,769.01,0.12%,37067,"Forsyth, NC",408.15,910.2315325248071
1688,NC,Franklin,575,64705,888.65,767.89,0.02%,37069,"Franklin, NC",491.68,131.5998210218028
1689,NC,Gaston,2289,216965,1055.01,925.66,0.08%,37071,"Gaston, NC",356.03,609.4008931831588
1690,NC,Gates,119,11478,1036.77,758.49,0.00%,37073,"Gates, NC",340.45,33.71420179174622
1691,NC,Graham,103,8558,1203.55,782.35,0.00%,37075,"Graham, NC",292.08,29.30019172829362
1692,NC,Granville,533,59031,902.92,753.03,0.02%,37077,"Granville, NC",531.57,111.0502850047971
1693,NC,Greene,204,21168,963.72,825.54,0.01%,37079,"Greene, NC",265.93,79.59989470913398
1694,NC,Guilford,4372,521330,838.62,753,0.16%,37081,"Guilford, NC",645.7,807.3873315781321
1695,NC,Halifax,656,51766,1267.24,907.77,0.02%,37083,"Halifax, NC",724.09,71.49111298319269
1696,NC,Harnett,982,130881,750.3,845.54,0.04%,37085,"Harnett, NC",594.99,219.9717642313316
1697,NC,Haywood,763,60682,1257.37,786.88,0.03%,37087,"Haywood, NC",553.69,109.59562209900847
1698,NC,Henderson,1379,114209,1207.44,700.38,0.05%,37089,"Henderson, NC",373.07,306.1328973114965
1699,NC,Hertford,263,24136,1089.66,824.13,0.01%,37091,"Hertford, NC",353.06,68.36231801960007
1700,NC,Hoke,315,53262,591.42,814.56,0.01%,37093,"Hoke, NC",390.74,136.31059016225623
1701,NC,Hyde,67,5517,1214.43,882.07,0.00%,37095,"Hyde, NC",612.7,9.00440672433491
1702,NC,Iredell,1567,172916,906.22,839.25,0.06%,37097,"Iredell, NC",573.83,301.33663280065525
1703,NC,Jackson,417,42241,987.19,857.44,0.02%,37099,"Jackson, NC",490.76,86.07262205558726
1704,NC,Johnston,1491,191450,778.79,815.76,0.05%,37101,"Johnston, NC",791.3,241.94363705295086
1705,NC,Jones,106,9845,1076.69,640.53,0.00%,37103,"Jones, NC",470.71,20.915213188587455
1706,NC,Lee,541,59616,907.47,767.68,0.02%,37105,"Lee, NC",254.96,233.82491371195482
1707,NC,Lenoir,713,57307,1244.18,906.5,0.03%,37107,"Lenoir, NC",400.59,143.05649167477972
1708,NC,Lincoln,818,81168,1007.79,861.11,0.03%,37109,"Lincoln, NC",297.94,272.4306907431026
1709,NC,Macon,487,34376,1416.69,822.04,0.02%,37113,"Macon, NC",515.56,66.6770114050741
1710,NC,Madison,248,21340,1162.14,817.37,0.01%,37115,"Madison, NC",449.57,47.46758013212625
1711,NC,Martin,313,23172,1350.77,924.35,0.01%,37117,"Martin, NC",461.22,50.24066605958111
1712,NC,Mcdowell,539,45075,1195.78,886.64,0.02%,37111,"McDowell, NC",440.61,102.30135493974262
1713,NC,Mecklenburg,6227,1054835,590.33,679.2,0.23%,37119,"Mecklenburg, NC",523.84,2013.6587507635918
1714,NC,Mitchell,221,15126,1461.06,896.83,0.01%,37121,"Mitchell, NC",221.43,68.31052702885788
1715,NC,Montgomery,293,27418,1068.64,779.64,0.01%,37123,"Montgomery, NC",491.76,55.75483975923215
1716,NC,Moore,1158,95776,1209.07,705.45,0.04%,37125,"Moore, NC",697.84,137.24636019717985
1717,NC,Nash,1058,94005,1125.47,901.14,0.04%,37127,"Nash, NC",540.41,173.95125922910384
1718,NC,New Hanover,2005,223483,897.16,747.16,0.07%,37129,"New Hanover, NC",191.53,1166.8302615778207
1719,NC,Northampton,287,20000,1435,918.32,0.01%,37131,"Northampton, NC",536.59,37.27240537468085
1720,NC,Onslow,1193,187136,637.5,862.43,0.04%,37133,"Onslow, NC",762.74,245.3470383092535
1721,NC,Orange,825,141796,581.82,637.06,0.03%,37135,"Orange, NC",397.96,356.307166549402
1722,NC,Pamlico,166,12821,1294.75,745.09,0.01%,37137,"Pamlico, NC",336.54,38.0965115588043
1723,NC,Pasquotank,428,39864,1073.65,882.92,0.02%,37139,"Pasquotank, NC",226.88,175.70521861777152
1724,NC,Pender,607,59090,1027.25,855.81,0.02%,37141,"Pender, NC",869.8,67.93515750747298
1725,NC,Perquimans,176,13335,1319.84,825.79,0.01%,37143,"Perquimans, NC",247.09,53.96818972843903
1726,NC,Person,437,39284,1112.41,838.7,0.02%,37145,"Person, NC",392.32,100.13254486133769
1727,NC,Pitt,1247,177220,703.65,761.67,0.05%,37147,"Pitt, NC",651.98,271.8181539311022
1728,NC,Polk,299,20334,1470.44,686.64,0.01%,37149,"Polk, NC",237.79,85.51242693132596
1729,NC,Randolph,1516,143416,1057.06,871.82,0.06%,37151,"Randolph, NC",782.52,183.27454889331904
1730,NC,Richmond,564,44939,1255.03,1027.76,0.02%,37153,"Richmond, NC",473.82,94.8440335992571
1731,NC,Robeson,1435,133235,1077.04,1027.66,0.05%,37155,"Robeson, NC",949.22,140.3626135142538
1732,NC,Rockingham,1165,91393,1274.71,924.4,0.04%,37157,"Rockingham, NC",565.55,161.6002121828309
1733,NC,Rowan,1626,139933,1161.98,941.72,0.06%,37159,"Rowan, NC",511.37,273.6433502160862
1734,NC,Rutherford,849,66421,1278.21,909.69,0.03%,37161,"Rutherford, NC",564.15,117.73641761942746
1735,NC,Sampson,716,63124,1134.28,923.88,0.03%,37163,"Sampson, NC",944.74,66.81626690941422
1736,NC,Scotland,423,35244,1200.2,966.21,0.02%,37165,"Scotland, NC",318.85,110.53473420103496
1737,NC,Stanly,714,60791,1174.52,909.5,0.03%,37167,"Stanly, NC",395.09,153.8662076995115
1738,NC,Stokes,564,46097,1223.51,882.66,0.02%,37169,"Stokes, NC",448.86,102.69794590740987
1739,NC,Surry,906,72113,1256.36,889.12,0.03%,37171,"Surry, NC",532.17,135.50745062667946
1740,NC,Swain,178,14346,1240.76,927.5,0.01%,37173,"Swain, NC",528.0,27.170454545454547
1741,NC,Transylvania,458,33482,1367.9,716.14,0.02%,37175,"Transylvania, NC",378.53,88.45269859720499
1742,NC,Tyrrell,44,4141,1062.55,777.23,0.00%,37177,"Tyrrell, NC",389.04,10.644149701830145
1743,NC,Union,1430,226606,631.05,729.8,0.05%,37179,"Union, NC",631.52,358.82632379022044
1744,NC,Vance,545,44244,1231.81,985.01,0.02%,37181,"Vance, NC",253.52,174.51877563900283
1745,NC,Wake,5555,1046791,530.67,632.13,0.20%,37183,"Wake, NC",835.22,1253.3117023059792
1746,NC,Warren,275,19907,1381.42,875.69,0.01%,37185,"Warren, NC",428.46,46.461746720814084
1747,NC,Washington,159,12195,1303.81,821.05,0.01%,37187,"Washington, NC",348.14,35.02901131728615
1748,NC,Watauga,319,53922,591.6,558.31,0.01%,37189,"Watauga, NC",312.56,172.51727668287688
1749,NC,Wayne,1261,124150,1015.71,887.62,0.05%,37191,"Wayne, NC",553.09,224.46618091088249
1750,NC,Wilkes,860,68740,1251.09,884.01,0.03%,37193,"Wilkes, NC",754.28,91.13326616110729
1751,NC,Wilson,796,81661,974.76,781.59,0.03%,37195,"Wilson, NC",368.17,221.8024282260912
1752,NC,Yadkin,430,37532,1145.69,835.91,0.02%,37197,"Yadkin, NC",334.83,112.09270376011708
1753,NC,Yancey,221,17678,1250.14,818.7,0.01%,37199,"Yancey, NC",312.6,56.55150351887396
1754,ND,Adams,39,2305,1691.97,830.22,0.00%,38001,"Adams, ND",987.62,2.3338936028026973
1755,ND,Barnes,108,10926,988.47,608.6,0.00%,38003,"Barnes, ND",1491.55,7.325265663236231
1756,ND,Benson,68,6739,1009.05,1050.58,0.00%,38005,"Benson, ND",1388.71,4.852705028407659
1757,ND,Billings,Suppressed,934,Suppressed,Suppressed,Suppressed,38007,"Billings, ND",1148.85,0.8129868999434218
1758,ND,Bottineau,97,6579,1474.39,933.99,0.00%,38009,"Bottineau, ND",1668.42,3.9432516992124285
1759,ND,Bowman,26,3241,802.22,455.42,0.00%,38011,"Bowman, ND",1161.81,2.789612759401279
1760,ND,Burke,24,2198,1091.9,816.48,0.00%,38013,"Burke, ND",1103.57,1.9917177886314417
1761,ND,Burleigh,719,94487,760.95,625.15,0.03%,38015,"Burleigh, ND",1632.65,57.87339601261752
1762,ND,Cass,1118,175249,637.95,667.34,0.04%,38017,"Cass, ND",1764.94,99.29459358391786
1763,ND,Cavalier,42,3827,1097.47,511.7,0.00%,38019,"Cavalier, ND",1488.75,2.5706129303106633
1764,ND,Dickey,72,5064,1421.8,789.66,0.00%,38021,"Dickey, ND",1131.47,4.475593696695449
1765,ND,Divide,29,2413,1201.82,598.09,0.00%,38023,"Divide, ND",1260.79,1.9138793930789426
1766,ND,Dunn,36,4366,824.55,725.33,0.00%,38025,"Dunn, ND",2008.46,2.1738048056720074
1767,ND,Eddy,49,2358,2078.03,940.45,0.00%,38027,"Eddy, ND",630.17,3.7418474379929227
1768,ND,Emmons,51,3346,1524.21,727.03,0.00%,38029,"Emmons, ND",1510.44,2.215248536850189
1769,ND,Foster,44,3303,1332.12,732.68,0.00%,38031,"Foster, ND",635.45,5.197891258163506
1770,ND,Golden Valley,12,1817,Unreliable,Unreliable,0.00%,38033,"Golden Valley, ND",1000.79,1.8155657030945553
1771,ND,Grand Forks,491,71083,690.74,712.79,0.02%,38035,"Grand Forks, ND",1436.38,49.48760077416839
1772,ND,Grant,28,2377,1177.96,522.06,0.00%,38037,"Grant, ND",1659.14,1.4326699374374676
1773,ND,Griggs,34,2277,1493.19,774.03,0.00%,38039,"Griggs, ND",708.82,3.212381140487006
1774,ND,Hettinger,32,2629,1217.19,720,0.00%,38041,"Hettinger, ND",1132.22,2.3219868930066596
1775,ND,Kidder,18,2414,Unreliable,Unreliable,0.00%,38043,"Kidder, ND",1351.19,1.7865733168540323
1776,ND,Lamoure,47,4111,1143.27,533.02,0.00%,38045,"LaMoure, ND",1145.94,3.5874478593992705
1777,ND,Logan,33,1941,1700.15,797.92,0.00%,38047,"Logan, ND",992.82,1.9550371668580406
1778,ND,Mchenry,61,5963,1022.98,713.36,0.00%,38049,"McHenry, ND",1873.95,3.182048613890445
1779,ND,Mcintosh,37,2656,1393.07,551.75,0.00%,38051,"McIntosh, ND",974.73,2.7248571399259283
1780,ND,Mckenzie,70,12621,554.63,793.27,0.00%,38053,"McKenzie, ND",2760.32,4.572295965685138
1781,ND,Mclean,100,9729,1027.85,680.25,0.00%,38055,"McLean, ND",2110.88,4.608978246039566
1782,ND,Mercer,76,8694,874.17,640.12,0.00%,38057,"Mercer, ND",1042.96,8.33589015877886
1783,ND,Morton,316,30809,1025.67,848.19,0.01%,38059,"Morton, ND",1926.27,15.99412335757708
1784,ND,Mountrail,88,10242,859.21,1002.28,0.00%,38061,"Mountrail, ND",1825.3,5.611132416589054
1785,ND,Nelson,55,2960,1858.11,788.6,0.00%,38063,"Nelson, ND",981.78,3.014932062172788
1786,ND,Oliver,11,1870,Unreliable,Unreliable,0.00%,38065,"Oliver, ND",722.51,2.5881994712875946
1787,ND,Pembina,62,7069,877.07,459.64,0.00%,38067,"Pembina, ND",1118.69,6.318998113865324
1788,ND,Pierce,52,4267,1218.65,616.61,0.00%,38069,"Pierce, ND",1018.6,4.189083055173768
1789,ND,Ramsey,121,11547,1047.89,690.49,0.00%,38071,"Ramsey, ND",1186.85,9.729114883936472
1790,ND,Ransom,92,5404,1702.44,894.51,0.00%,38073,"Ransom, ND",862.36,6.26652442135535
1791,ND,Renville,36,2550,1411.76,905.43,0.00%,38075,"Renville, ND",877.05,2.907473918248675
1792,ND,Richland,140,16353,856.11,605.02,0.01%,38077,"Richland, ND",1435.78,11.38962793742774
1793,ND,Rolette,132,14659,900.47,1022.31,0.00%,38079,"Rolette, ND",903.08,16.232227488151658
1794,ND,Sargent,31,3890,796.92,493.79,0.00%,38081,"Sargent, ND",858.51,4.531106218914165
1795,ND,Sheridan,13,1322,Unreliable,Unreliable,0.00%,38083,"Sheridan, ND",972.38,1.359550792899895
1796,ND,Sioux,42,4469,939.81,1193.49,0.00%,38085,"Sioux, ND",1094.09,4.0846731073312075
1797,ND,Slope,Suppressed,763,Suppressed,Suppressed,Suppressed,38087,"Slope, ND",1214.92,0.6280248905277713
1798,ND,Stark,223,31199,714.77,635.17,0.01%,38089,"Stark, ND",1334.74,23.37458980775282
1799,ND,Steele,25,1962,1274.21,888.88,0.00%,38091,"Steele, ND",712.22,2.7547667855437927
1800,ND,Stutsman,236,21128,1117,757.28,0.01%,38093,"Stutsman, ND",2221.72,9.50974920331995
1801,ND,Towner,22,2263,972.16,465.57,0.00%,38095,"Towner, ND",1024.56,2.2087530256890764
1802,ND,Traill,96,8030,1195.52,744.33,0.00%,38097,"Traill, ND",861.95,9.316085619815533
1803,ND,Walsh,150,10904,1375.64,798.38,0.01%,38099,"Walsh, ND",1281.93,8.50592466047288
1804,ND,Ward,446,70210,635.24,632.89,0.02%,38101,"Ward, ND",2013.28,34.87344035603592
1805,ND,Wells,59,4098,1439.73,679.33,0.00%,38103,"Wells, ND",1271.05,3.2241060540498014
1806,ND,Williams,223,34337,649.45,773.02,0.01%,38105,"Williams, ND",2077.4,16.52883411957254
1807,NE,Adams,311,31684,981.57,713.16,0.01%,31001,"Adams, NE",563.27,56.25011095922027
1808,NE,Antelope,87,6329,1374.62,736.69,0.00%,31003,"Antelope, NE",857.22,7.383168848137001
1809,NE,Arthur,Suppressed,469,Suppressed,Suppressed,Suppressed,31005,"Arthur, NE",715.36,0.6556139566092597
1810,NE,Banner,Suppressed,798,Suppressed,Suppressed,Suppressed,31007,"Banner, NE",746.11,1.0695473857742155
1811,NE,Blaine,Suppressed,484,Suppressed,Suppressed,Suppressed,31009,"Blaine, NE",710.87,0.6808558526875519
1812,NE,Boone,57,5332,1069.02,570.47,0.00%,31011,"Boone, NE",686.55,7.766368072245285
1813,NE,Box Butte,112,11194,1000.54,715.81,0.00%,31013,"Box Butte, NE",1075.29,10.410214918766101
1814,NE,Boyd,41,1982,2068.62,927.86,0.00%,31015,"Boyd, NE",539.94,3.670778234618661
1815,NE,Brown,37,2960,1250,708.79,0.00%,31017,"Brown, NE",1221.33,2.423587400620635
1816,NE,Buffalo,345,49383,698.62,635.45,0.01%,31019,"Buffalo, NE",968.11,51.009699311028704
1817,NE,Burt,95,6546,1451.27,760.09,0.00%,31021,"Burt, NE",491.58,13.316245575491273
1818,NE,Butler,103,8052,1279.19,764.83,0.00%,31023,"Butler, NE",584.91,13.766220444170898
1819,NE,Cass,237,25767,919.78,704.84,0.01%,31025,"Cass, NE",557.45,46.22297963942954
1820,NE,Cedar,95,8671,1095.61,610.25,0.00%,31027,"Cedar, NE",740.31,11.712660912320516
1821,NE,Chase,48,3937,1219.2,705.06,0.00%,31029,"Chase, NE",894.42,4.401735202701192
1822,NE,Cherry,61,5832,1045.95,601.44,0.00%,31031,"Cherry, NE",5960.42,0.9784545384385664
1823,NE,Cheyenne,111,10051,1104.37,784.39,0.00%,31033,"Cheyenne, NE",1196.29,8.401808925929332
1824,NE,Clay,68,6163,1103.36,678.08,0.00%,31035,"Clay, NE",572.29,10.769015708818957
1825,NE,Colfax,83,10414,797,718.59,0.00%,31037,"Colfax, NE",411.66,25.297575669241606
1826,NE,Cuming,83,9016,920.59,463.54,0.00%,31039,"Cuming, NE",570.62,15.800357505870807
1827,NE,Custer,119,10807,1101.14,661.99,0.00%,31041,"Custer, NE",2575.52,4.196045847052246
1828,NE,Dakota,194,20465,947.96,913.73,0.01%,31043,"Dakota, NE",264.26,77.44267009763112
1829,NE,Dawes,104,8979,1158.26,790.8,0.00%,31045,"Dawes, NE",1396.46,6.42982971227246
1830,NE,Dawson,185,23640,782.57,654.06,0.01%,31047,"Dawson, NE",1013.1,23.334320402724313
1831,NE,Deuel,24,1873,1281.37,689.5,0.00%,31049,"Deuel, NE",439.85,4.2582698647266115
1832,NE,Dixon,63,5762,1093.37,699.9,0.00%,31051,"Dixon, NE",476.23,12.09919576675136
1833,NE,Dodge,433,36757,1178.01,751.09,0.02%,31053,"Dodge, NE",528.71,69.52204422083939
1834,NE,Douglas,3940,554995,709.92,723.86,0.14%,31055,"Douglas, NE",328.46,1689.6882420994948
1835,NE,Dundy,28,1831,1529.22,793.39,0.00%,31057,"Dundy, NE",919.68,1.990909881697982
1836,NE,Fillmore,83,5720,1451.05,726.25,0.00%,31059,"Fillmore, NE",575.37,9.941428993517215
1837,NE,Franklin,40,3014,1327.14,779.33,0.00%,31061,"Franklin, NE",575.82,5.234274599701295
1838,NE,Frontier,20,2621,763.07,476.09,0.00%,31063,"Frontier, NE",974.59,2.6893360284837726
1839,NE,Furnas,57,4787,1190.72,637.74,0.00%,31065,"Furnas, NE",719.13,6.656654568714975
1840,NE,Gage,285,21799,1307.4,793.59,0.01%,31067,"Gage, NE",851.49,25.60100529659773
1841,NE,Garden,30,1930,1554.4,670.34,0.00%,31069,"Garden, NE",1704.28,1.1324430257938836
1842,NE,Garfield,39,2011,1939.33,817.55,0.00%,31071,"Garfield, NE",569.79,3.5293704698222155
1843,NE,Gosper,25,1971,1268.39,841.89,0.00%,31073,"Gosper, NE",458.16,4.30199057097957
1844,NE,Grant,Suppressed,641,Suppressed,Suppressed,Suppressed,31075,"Grant, NE",776.22,0.8257968101826801
1845,NE,Greeley,27,2399,1125.47,540,0.00%,31077,"Greeley, NE",569.81,4.210175321598428
1846,NE,Hall,567,61705,918.89,772.07,0.02%,31079,"Hall, NE",546.29,112.95282725292428
1847,NE,Hamilton,72,9186,783.8,546.48,0.00%,31081,"Hamilton, NE",542.88,16.920866489832008
1848,NE,Harlan,47,3473,1353.3,804.79,0.00%,31083,"Harlan, NE",553.47,6.274956185520444
1849,NE,Hayes,Suppressed,897,Suppressed,Suppressed,Suppressed,31085,"Hayes, NE",713.06,1.2579586570555072
1850,NE,Hitchcock,38,2825,1345.13,793.18,0.00%,31087,"Hitchcock, NE",709.94,3.9792095106628724
1851,NE,Holt,127,10250,1239.02,653.65,0.00%,31089,"Holt, NE",2412.4,4.248880782623114
1852,NE,Hooker,18,708,Unreliable,Unreliable,0.00%,31091,"Hooker, NE",721.12,0.9818060794319947
1853,NE,Howard,74,6429,1151.03,660.12,0.00%,31093,"Howard, NE",569.34,11.292022341658763
1854,NE,Jefferson,96,7177,1337.61,740.02,0.00%,31095,"Jefferson, NE",570.19,12.587032392711201
1855,NE,Johnson,72,5171,1392.38,990.93,0.00%,31097,"Johnson, NE",376.05,13.75083100651509
1856,NE,Kearney,79,6552,1205.74,794.59,0.00%,31099,"Kearney, NE",516.24,12.691771269177126
1857,NE,Keith,103,8018,1284.61,773.15,0.00%,31101,"Keith, NE",1061.6,7.552750565184628
1858,NE,Keya Paha,Suppressed,791,Suppressed,Suppressed,Suppressed,31103,"Keya Paha, NE",773.07,1.02319324252655
1859,NE,Kimball,51,3679,1386.25,741.72,0.00%,31105,"Kimball, NE",951.85,3.8651047959237275
1860,NE,Knox,105,8571,1225.06,683.05,0.00%,31107,"Knox, NE",1108.35,7.733116795236162
1861,NE,Lancaster,2171,309637,701.14,688.62,0.08%,31109,"Lancaster, NE",837.55,369.69374962688795
1862,NE,Lincoln,375,35550,1054.85,762.86,0.01%,31111,"Lincoln, NE",2564.07,13.864676081386232
1863,NE,Logan,Suppressed,772,Suppressed,Suppressed,Suppressed,31113,"Logan, NE",570.66,1.3528195422843725
1864,NE,Loup,Suppressed,591,Suppressed,Suppressed,Suppressed,31115,"Loup, NE",568.29,1.0399619912368685
1865,NE,Madison,378,35015,1079.54,805.7,0.01%,31119,"Madison, NE",572.74,61.135943010790236
1866,NE,Mcpherson,Suppressed,493,Suppressed,Suppressed,Suppressed,31117,"McPherson, NE",858.98,0.5739365293720459
1867,NE,Merrick,67,7828,855.9,580.49,0.00%,31121,"Merrick, NE",484.88,16.144200626959247
1868,NE,Morrill,62,4787,1295.17,813.22,0.00%,31123,"Morrill, NE",1423.84,3.3620350601191147
1869,NE,Nance,39,3576,1090.6,641.03,0.00%,31125,"Nance, NE",441.63,8.097276000271721
1870,NE,Nemaha,78,6971,1118.92,782.31,0.00%,31127,"Nemaha, NE",407.38,17.11178752025136
1871,NE,Nuckolls,59,4265,1383.35,662.09,0.00%,31129,"Nuckolls, NE",575.16,7.415327908755825
1872,NE,Otoe,177,16081,1100.68,655.12,0.01%,31131,"Otoe, NE",615.63,26.121209167844324
1873,NE,Pawnee,33,2652,1244.34,523.89,0.00%,31133,"Pawnee, NE",431.08,6.15199034981906
1874,NE,Perkins,34,2898,1173.22,546.98,0.00%,31135,"Perkins, NE",883.34,3.280729956755043
1875,NE,Phelps,118,9266,1273.47,727.5,0.00%,31137,"Phelps, NE",539.79,17.165934900609496
1876,NE,Pierce,59,7159,824.14,604.3,0.00%,31139,"Pierce, NE",573.25,12.488443087658089
1877,NE,Platte,274,32861,833.82,605.28,0.01%,31141,"Platte, NE",674.06,48.750853039788744
1878,NE,Polk,59,5203,1133.96,711.05,0.00%,31143,"Polk, NE",438.35,11.869510664993726
1879,NE,Red Willow,149,10722,1389.67,876.59,0.01%,31145,"Red Willow, NE",716.99,14.954183461415083
